Timestamp,Substation Name,Substation Number,Transformer,Reading Type,MVA,MVAr,MW,kV
2022-04-01 01:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.18
2022-04-01 01:30:00,Cardiff North 33kV,0,GT2,Demand,18.9340038027,2.41,18.78,0.0
2022-04-01 01:30:00,Cardiff North 33kV,0,GT2,Import,18.9340038027,2.41,18.78,0.0
2022-04-01 01:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.13
2022-04-01 02:00:00,Cardiff North 33kV,0,GT2,Demand,19.1547017727,2.35,19.01,0.0
2022-04-01 02:00:00,Cardiff North 33kV,0,GT2,Import,19.1547017727,2.35,19.01,0.0
2022-04-01 02:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.13
2022-04-01 02:30:00,Cardiff North 33kV,0,GT2,Demand,18.8218410364,2.61,18.64,0.0
2022-04-01 02:30:00,Cardiff North 33kV,0,GT2,Import,18.8218410364,2.61,18.64,0.0
2022-04-01 02:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.4
2022-04-01 03:00:00,Cardiff North 33kV,0,GT2,Demand,18.4752861953,2.61,18.29,0.0
2022-04-01 03:00:00,Cardiff North 33kV,0,GT2,Import,18.4752861953,2.61,18.29,0.0
2022-04-01 03:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.51
2022-04-01 03:30:00,Cardiff North 33kV,0,GT2,Demand,18.4970727414,2.76,18.29,0.0
2022-04-01 03:30:00,Cardiff North 33kV,0,GT2,Import,18.4970727414,2.76,18.29,0.0
2022-04-01 03:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.41
2022-04-01 04:00:00,Cardiff North 33kV,0,GT2,Demand,17.6558035784,1.9300000000000002,17.55,0.0
2022-04-01 04:00:00,Cardiff North 33kV,0,GT2,Import,17.6558035784,1.9300000000000002,17.55,0.0
2022-04-01 04:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.21
2022-04-01 04:30:00,Cardiff North 33kV,0,GT2,Demand,17.6898530237,2.22,17.55,0.0
2022-04-01 04:30:00,Cardiff North 33kV,0,GT2,Import,17.6898530237,2.22,17.55,0.0
2022-04-01 04:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.12
2022-04-01 05:00:00,Cardiff North 33kV,0,GT2,Demand,17.8435002172,2.41,17.68,0.0
2022-04-01 05:00:00,Cardiff North 33kV,0,GT2,Import,17.8435002172,2.41,17.68,0.0
2022-04-01 05:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.12
2022-04-01 05:30:00,Cardiff North 33kV,0,GT2,Demand,18.1579872233,1.45,18.1,0.0
2022-04-01 05:30:00,Cardiff North 33kV,0,GT2,Import,18.1579872233,1.45,18.1,0.0
2022-04-01 05:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.12
2022-04-01 06:00:00,Cardiff North 33kV,0,GT2,Demand,18.676284427,2.56,18.5,0.0
2022-04-01 06:00:00,Cardiff North 33kV,0,GT2,Import,18.676284427,2.56,18.5,0.0
2022-04-01 06:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.1
2022-04-01 06:30:00,Cardiff North 33kV,0,GT2,Demand,19.704476648700002,0.42,19.7,0.0
2022-04-01 06:30:00,Cardiff North 33kV,0,GT2,Import,19.704476648700002,0.42,19.7,0.0
2022-04-01 06:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.22
2022-04-01 07:00:00,Cardiff North 33kV,0,GT2,Demand,21.8411950223,3.03,21.63,0.0
2022-04-01 07:00:00,Cardiff North 33kV,0,GT2,Import,21.8411950223,3.03,21.63,0.0
2022-04-01 07:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.18
2022-04-01 07:30:00,Cardiff North 33kV,0,GT2,Demand,23.4412563656,3.14,23.23,0.0
2022-04-01 07:30:00,Cardiff North 33kV,0,GT2,Import,23.4412563656,3.14,23.23,0.0
2022-04-01 07:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.17
2022-04-01 08:00:00,Cardiff North 33kV,0,GT2,Demand,25.6620127815,4.58,25.25,0.0
2022-04-01 08:00:00,Cardiff North 33kV,0,GT2,Import,25.6620127815,4.58,25.25,0.0
2022-04-01 08:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.03
2022-04-01 08:30:00,Cardiff North 33kV,0,GT2,Demand,26.9170652189,4.72,26.5,0.0
2022-04-01 08:30:00,Cardiff North 33kV,0,GT2,Import,26.9170652189,4.72,26.5,0.0
2022-04-01 08:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.33
2022-04-01 09:00:00,Cardiff North 33kV,0,GT2,Demand,26.4176172279,4.21,26.08,0.0
2022-04-01 09:00:00,Cardiff North 33kV,0,GT2,Import,26.4176172279,4.21,26.08,0.0
2022-04-01 09:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.26
2022-04-01 09:30:00,Cardiff North 33kV,0,GT2,Demand,26.7318012861,4.5600000000000005,26.34,0.0
2022-04-01 09:30:00,Cardiff North 33kV,0,GT2,Import,26.7318012861,4.5600000000000005,26.34,0.0
2022-04-01 09:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.36
2022-04-01 10:00:00,Cardiff North 33kV,0,GT2,Demand,26.0227688765,4.33,25.66,0.0
2022-04-01 10:00:00,Cardiff North 33kV,0,GT2,Import,26.0227688765,4.33,25.66,0.0
2022-04-01 10:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.34
2022-04-01 10:30:00,Cardiff North 33kV,0,GT2,Demand,26.2662711476,4.43,25.89,0.0
2022-04-01 10:30:00,Cardiff North 33kV,0,GT2,Import,26.2662711476,4.43,25.89,0.0
2022-04-01 10:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.31
2022-04-01 11:00:00,Cardiff North 33kV,0,GT2,Demand,25.6002128897,4.22,25.25,0.0
2022-04-01 11:00:00,Cardiff North 33kV,0,GT2,Import,25.6002128897,4.22,25.25,0.0
2022-04-01 11:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.24
2022-04-01 11:30:00,Cardiff North 33kV,0,GT2,Demand,25.4262384163,4.06,25.1,0.0
2022-04-01 11:30:00,Cardiff North 33kV,0,GT2,Import,25.4262384163,4.06,25.1,0.0
2022-04-01 11:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.11
2022-04-01 12:00:00,Cardiff North 33kV,0,GT2,Demand,26.0913357266,4.67,25.67,0.0
2022-04-01 12:00:00,Cardiff North 33kV,0,GT2,Import,26.0913357266,4.67,25.67,0.0
2022-04-01 12:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.02
2022-04-01 12:30:00,Cardiff North 33kV,0,GT2,Demand,26.0925468285,4.09,25.77,0.0
2022-04-01 12:30:00,Cardiff North 33kV,0,GT2,Import,26.0925468285,4.09,25.77,0.0
2022-04-01 12:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.19
2022-04-01 13:00:00,Cardiff North 33kV,0,GT2,Demand,26.6943533355,5.01,26.22,0.0
2022-04-01 13:00:00,Cardiff North 33kV,0,GT2,Import,26.6943533355,5.01,26.22,0.0
2022-04-01 13:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.4
2022-04-01 13:30:00,Cardiff North 33kV,0,GT2,Demand,26.23,4.73,25.8,0.0
2022-04-01 13:30:00,Cardiff North 33kV,0,GT2,Import,26.23,4.73,25.8,0.0
2022-04-01 13:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.18
2022-04-01 14:00:00,Cardiff North 33kV,0,GT2,Demand,25.3800886523,4.08,25.05,0.0
2022-04-01 14:00:00,Cardiff North 33kV,0,GT2,Import,25.3800886523,4.08,25.05,0.0
2022-04-01 14:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.36
2022-04-01 14:30:00,Cardiff North 33kV,0,GT2,Demand,25.1925782722,4.08,24.86,0.0
2022-04-01 14:30:00,Cardiff North 33kV,0,GT2,Import,25.1925782722,4.08,24.86,0.0
2022-04-01 14:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.46
2022-04-01 15:00:00,Cardiff North 33kV,0,GT2,Demand,24.5710805623,4.02,24.24,0.0
2022-04-01 15:00:00,Cardiff North 33kV,0,GT2,Import,24.5710805623,4.02,24.24,0.0
2022-04-01 15:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.52
2022-04-01 15:30:00,Cardiff North 33kV,0,GT2,Demand,25.9362005699,7.36,24.87,0.0
2022-04-01 15:30:00,Cardiff North 33kV,0,GT2,Import,25.9362005699,7.36,24.87,0.0
2022-04-01 15:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.24
2022-04-01 16:00:00,Cardiff North 33kV,0,GT2,Demand,24.9689507188,4.39,24.58,0.0
2022-04-01 16:00:00,Cardiff North 33kV,0,GT2,Import,24.9689507188,4.39,24.58,0.0
2022-04-01 16:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.43
2022-04-01 16:30:00,Cardiff North 33kV,0,GT2,Demand,24.876601456,3.83,24.58,0.0
