substation,zone,technology,capacity_mw,my_position,position_label,n_projects_ahead,curtailment_pct,curtailed_mwh,total_mwh
NEWL,swansea-north,Wind,20,1,#1,0,7.93,4008,50570
NEWL,swansea-north,Wind,20,35,#35,3,7.93,4008,50570
NEWL,swansea-north,Wind,20,197,#197,8,7.93,4008,50570
NEWL,swansea-north,Wind,20,253,#253,12,7.93,4008,50570
NEWL,swansea-north,Wind,20,1785,#1785,17,7.93,4008,50570
NEWL,swansea-north,Wind,20,9999,Last,18,7.93,4008,50570
NEWL,swansea-north,BESS,20,1,#1,0,24.65,19920,80812
NEWL,swansea-north,BESS,20,35,#35,3,24.65,19920,80812
NEWL,swansea-north,BESS,20,197,#197,8,24.65,19920,80812
NEWL,swansea-north,BESS,20,253,#253,12,24.65,19920,80812
NEWL,swansea-north,BESS,20,1785,#1785,17,24.65,19920,80812
NEWL,swansea-north,BESS,20,9999,Last,18,24.65,19920,80812
PCYL,swansea-north,PV,20,1,#1,0,4.57,1018,22257
PCYL,swansea-north,PV,20,35,#35,3,4.57,1018,22257
PCYL,swansea-north,PV,20,197,#197,8,4.57,1018,22257
PCYL,swansea-north,PV,20,253,#253,12,4.57,1018,22257
PCYL,swansea-north,PV,20,1785,#1785,17,4.57,1018,22257
PCYL,swansea-north,PV,20,9999,Last,18,4.57,1018,22257
PCYL,swansea-north,Wind,20,1,#1,0,15.11,7642,50570
PCYL,swansea-north,Wind,20,35,#35,3,15.11,7642,50570
PCYL,swansea-north,Wind,20,197,#197,8,15.11,7642,50570
PCYL,swansea-north,Wind,20,253,#253,12,15.11,7642,50570
PCYL,swansea-north,Wind,20,1785,#1785,17,15.11,7642,50570
PCYL,swansea-north,Wind,20,9999,Last,18,15.11,7642,50570
PCYL,swansea-north,BESS,20,1,#1,0,15.22,12297,80812
PCYL,swansea-north,BESS,20,35,#35,3,15.22,12297,80812
PCYL,swansea-north,BESS,20,197,#197,8,15.22,12297,80812
PCYL,swansea-north,BESS,20,253,#253,12,15.22,12297,80812
PCYL,swansea-north,BESS,20,1785,#1785,17,15.22,12297,80812
PCYL,swansea-north,BESS,20,9999,Last,18,15.22,12297,80812
PEND,swansea-north,PV,20,1,#1,0,11.54,2569,22257
PEND,swansea-north,PV,20,35,#35,3,11.54,2569,22257
PEND,swansea-north,PV,20,197,#197,8,11.54,2569,22257
PEND,swansea-north,PV,20,253,#253,12,11.54,2569,22257
PEND,swansea-north,PV,20,1785,#1785,17,11.54,2569,22257
PEND,swansea-north,PV,20,9999,Last,18,11.54,2569,22257
PEND,swansea-north,Wind,20,1,#1,0,19.05,9631,50570
PEND,swansea-north,Wind,20,35,#35,3,19.05,9631,50570
PEND,swansea-north,Wind,20,197,#197,8,19.05,9631,50570
PEND,swansea-north,Wind,20,253,#253,12,19.05,9631,50570
PEND,swansea-north,Wind,20,1785,#1785,17,19.05,9631,50570
PEND,swansea-north,Wind,20,9999,Last,18,19.05,9631,50570
PEND,swansea-north,BESS,20,1,#1,0,27.9,22547,80812
PEND,swansea-north,BESS,20,35,#35,3,27.9,22547,80812
PEND,swansea-north,BESS,20,197,#197,8,27.9,22547,80812
PEND,swansea-north,BESS,20,253,#253,12,27.9,22547,80812
PEND,swansea-north,BESS,20,1785,#1785,17,27.9,22547,80812
PEND,swansea-north,BESS,20,9999,Last,18,27.9,22547,80812
PGTN,swansea-north,PV,20,1,#1,0,2.1,467,22257
PGTN,swansea-north,PV,20,35,#35,3,2.1,467,22257
PGTN,swansea-north,PV,20,197,#197,8,2.1,467,22257
PGTN,swansea-north,PV,20,253,#253,12,2.26,504,22257
PGTN,swansea-north,PV,20,1785,#1785,17,2.26,504,22257
PGTN,swansea-north,PV,20,9999,Last,18,2.26,504,22257
PGTN,swansea-north,Wind,20,1,#1,0,1.73,875,50570
PGTN,swansea-north,Wind,20,35,#35,3,1.74,880,50570
PGTN,swansea-north,Wind,20,197,#197,8,1.74,880,50570
PGTN,swansea-north,Wind,20,253,#253,12,1.75,887,50570
PGTN,swansea-north,Wind,20,1785,#1785,17,1.75,887,50570
PGTN,swansea-north,Wind,20,9999,Last,18,1.75,887,50570
PGTN,swansea-north,BESS,20,1,#1,0,16.11,13018,80812
PGTN,swansea-north,BESS,20,35,#35,3,16.2,13088,80812
PGTN,swansea-north,BESS,20,197,#197,8,16.2,13088,80812
PGTN,swansea-north,BESS,20,253,#253,12,16.2,13094,80812
PGTN,swansea-north,BESS,20,1785,#1785,17,16.2,13094,80812
PGTN,swansea-north,BESS,20,9999,Last,18,16.2,13094,80812
PNTA,swansea-north,PV,20,1,#1,0,6.62,1474,22257
PNTA,swansea-north,PV,20,35,#35,3,6.62,1474,22257
PNTA,swansea-north,PV,20,197,#197,8,6.62,1474,22257
PNTA,swansea-north,PV,20,253,#253,12,6.62,1474,22257
PNTA,swansea-north,PV,20,1785,#1785,17,6.62,1474,22257
PNTA,swansea-north,PV,20,9999,Last,18,6.62,1474,22257
PNTA,swansea-north,Wind,20,1,#1,0,2.97,1499,50570
PNTA,swansea-north,Wind,20,35,#35,3,2.97,1499,50570
PNTA,swansea-north,Wind,20,197,#197,8,2.97,1499,50570
PNTA,swansea-north,Wind,20,253,#253,12,2.97,1499,50570
PNTA,swansea-north,Wind,20,1785,#1785,17,2.97,1499,50570
PNTA,swansea-north,Wind,20,9999,Last,18,2.97,1499,50570
PNTA,swansea-north,BESS,20,1,#1,0,17.56,14190,80812
PNTA,swansea-north,BESS,20,35,#35,3,17.56,14190,80812
PNTA,swansea-north,BESS,20,197,#197,8,17.56,14190,80812
PNTA,swansea-north,BESS,20,253,#253,12,17.56,14190,80812
PNTA,swansea-north,BESS,20,1785,#1785,17,17.56,14190,80812
PNTA,swansea-north,BESS,20,9999,Last,18,17.56,14190,80812
PONA,swansea-north,PV,20,1,#1,0,7.12,1585,22257
PONA,swansea-north,PV,20,35,#35,3,7.3,1624,22257
PONA,swansea-north,PV,20,197,#197,8,7.3,1624,22257
PONA,swansea-north,PV,20,253,#253,12,8.79,1957,22257
PONA,swansea-north,PV,20,1785,#1785,17,8.79,1957,22257
PONA,swansea-north,PV,20,9999,Last,18,8.79,1957,22257
PONA,swansea-north,Wind,20,1,#1,0,0.0,1,50570
PONA,swansea-north,Wind,20,35,#35,3,0.02,10,50570
PONA,swansea-north,Wind,20,197,#197,8,0.02,10,50570
PONA,swansea-north,Wind,20,253,#253,12,2.41,1220,50570
PONA,swansea-north,Wind,20,1785,#1785,17,2.41,1220,50570
PONA,swansea-north,Wind,20,9999,Last,18,2.41,1220,50570
PONA,swansea-north,BESS,20,1,#1,0,17.23,13921,80812
PONA,swansea-north,BESS,20,35,#35,3,17.85,14428,80812
PONA,swansea-north,BESS,20,197,#197,8,17.85,14428,80812
PONA,swansea-north,BESS,20,253,#253,12,21.23,17158,80812
PONA,swansea-north,BESS,20,1785,#1785,17,21.23,17158,80812
PONA,swansea-north,BESS,20,9999,Last,18,21.23,17158,80812
POND,swansea-north,PV,20,1,#1,0,1.71,381,22257
POND,swansea-north,PV,20,35,#35,3,1.71,381,22257
POND,swansea-north,PV,20,197,#197,8,1.71,381,22257
POND,swansea-north,PV,20,253,#253,12,1.92,427,22257
POND,swansea-north,PV,20,1785,#1785,17,1.92,427,22257
POND,swansea-north,PV,20,9999,Last,18,1.92,427,22257
POND,swansea-north,Wind,20,1,#1,0,0.99,501,50570
POND,swansea-north,Wind,20,35,#35,3,0.99,501,50570
POND,swansea-north,Wind,20,197,#197,8,0.99,501,50570
POND,swansea-north,Wind,20,253,#253,12,1.01,510,50570
POND,swansea-north,Wind,20,1785,#1785,17,1.01,510,50570
POND,swansea-north,Wind,20,9999,Last,18,1.01,510,50570
POND,swansea-north,BESS,20,1,#1,0,11.23,9073,80812
POND,swansea-north,BESS,20,35,#35,3,11.23,9073,80812
POND,swansea-north,BESS,20,197,#197,8,11.23,9073,80812
POND,swansea-north,BESS,20,253,#253,12,11.24,9081,80812
POND,swansea-north,BESS,20,1785,#1785,17,11.24,9081,80812
POND,swansea-north,BESS,20,9999,Last,18,11.24,9081,80812
PONY,swansea-north,PV,20,1,#1,0,7.94,1767,22257
PONY,swansea-north,PV,20,35,#35,3,7.94,1767,22257
PONY,swansea-north,PV,20,197,#197,8,7.94,1767,22257
PONY,swansea-north,PV,20,253,#253,12,7.94,1767,22257
PONY,swansea-north,PV,20,1785,#1785,17,7.94,1767,22257
PONY,swansea-north,PV,20,9999,Last,18,7.94,1767,22257
PONY,swansea-north,Wind,20,1,#1,0,1.25,633,50570
PONY,swansea-north,Wind,20,35,#35,3,1.25,633,50570
PONY,swansea-north,Wind,20,197,#197,8,1.25,633,50570
PONY,swansea-north,Wind,20,253,#253,12,1.25,633,50570
PONY,swansea-north,Wind,20,1785,#1785,17,1.25,633,50570
PONY,swansea-north,Wind,20,9999,Last,18,1.25,633,50570
PONY,swansea-north,BESS,20,1,#1,0,14.62,11816,80812
PONY,swansea-north,BESS,20,35,#35,3,14.62,11816,80812
PONY,swansea-north,BESS,20,197,#197,8,14.62,11816,80812
PONY,swansea-north,BESS,20,253,#253,12,14.62,11816,80812
PONY,swansea-north,BESS,20,1785,#1785,17,14.62,11816,80812
PONY,swansea-north,BESS,20,9999,Last,18,14.62,11816,80812
RAVE,swansea-north,PV,20,1,#1,0,0.0,0,22257
RAVE,swansea-north,PV,20,35,#35,3,0.0,0,22257
RAVE,swansea-north,PV,20,197,#197,8,0.0,0,22257
RAVE,swansea-north,PV,20,253,#253,12,0.03,7,22257
RAVE,swansea-north,PV,20,1785,#1785,17,0.99,220,22257
RAVE,swansea-north,PV,20,9999,Last,18,0.99,220,22257
RAVE,swansea-north,Wind,20,1,#1,0,0.0,0,50570
RAVE,swansea-north,Wind,20,35,#35,3,0.0,0,50570
RAVE,swansea-north,Wind,20,197,#197,8,0.0,0,50570
RAVE,swansea-north,Wind,20,253,#253,12,0.0,0,50570
RAVE,swansea-north,Wind,20,1785,#1785,17,0.02,11,50570
RAVE,swansea-north,Wind,20,9999,Last,18,0.02,11,50570
RAVE,swansea-north,BESS,20,1,#1,0,0.0,0,80812
RAVE,swansea-north,BESS,20,35,#35,3,0.0,0,80812
RAVE,swansea-north,BESS,20,197,#197,8,0.0,0,80812
RAVE,swansea-north,BESS,20,253,#253,12,0.01,10,80812
RAVE,swansea-north,BESS,20,1785,#1785,17,0.45,367,80812
RAVE,swansea-north,BESS,20,9999,Last,18,0.45,367,80812
REDC,swansea-north,PV,20,1,#1,0,0.26,57,22257
REDC,swansea-north,PV,20,35,#35,3,0.26,57,22257
REDC,swansea-north,PV,20,197,#197,8,0.26,57,22257
REDC,swansea-north,PV,20,253,#253,12,0.26,57,22257
REDC,swansea-north,PV,20,1785,#1785,17,0.26,57,22257
REDC,swansea-north,PV,20,9999,Last,18,0.26,57,22257
REDC,swansea-north,Wind,20,1,#1,0,9.36,4734,50570
REDC,swansea-north,Wind,20,35,#35,3,9.36,4734,50570
REDC,swansea-north,Wind,20,197,#197,8,9.36,4734,50570
REDC,swansea-north,Wind,20,253,#253,12,9.36,4734,50570
REDC,swansea-north,Wind,20,1785,#1785,17,9.36,4734,50570
REDC,swansea-north,Wind,20,9999,Last,18,9.36,4734,50570
REDC,swansea-north,BESS,20,1,#1,0,12.25,9901,80812
REDC,swansea-north,BESS,20,35,#35,3,12.25,9901,80812
REDC,swansea-north,BESS,20,197,#197,8,12.25,9901,80812
REDC,swansea-north,BESS,20,253,#253,12,12.25,9901,80812
REDC,swansea-north,BESS,20,1785,#1785,17,12.25,9901,80812
REDC,swansea-north,BESS,20,9999,Last,18,12.25,9901,80812
RGOS,swansea-north,PV,20,1,#1,0,0.0,0,22257
RGOS,swansea-north,PV,20,35,#35,3,0.0,0,22257
RGOS,swansea-north,PV,20,197,#197,8,0.0,0,22257
RGOS,swansea-north,PV,20,253,#253,12,0.0,0,22257
RGOS,swansea-north,PV,20,1785,#1785,17,0.0,0,22257
RGOS,swansea-north,PV,20,9999,Last,18,0.0,0,22257
RGOS,swansea-north,Wind,20,1,#1,0,0.0,0,50570
RGOS,swansea-north,Wind,20,35,#35,3,0.0,0,50570
RGOS,swansea-north,Wind,20,197,#197,8,0.0,0,50570
RGOS,swansea-north,Wind,20,253,#253,12,0.0,0,50570
RGOS,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
RGOS,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
RGOS,swansea-north,BESS,20,1,#1,0,0.0,0,80812
RGOS,swansea-north,BESS,20,35,#35,3,0.0,0,80812
RGOS,swansea-north,BESS,20,197,#197,8,0.0,0,80812
RGOS,swansea-north,BESS,20,253,#253,12,0.0,0,80812
RGOS,swansea-north,BESS,20,1785,#1785,17,0.0,0,80812
RGOS,swansea-north,BESS,20,9999,Last,18,0.0,0,80812
RHYD,swansea-north,PV,20,1,#1,0,5.06,1125,22257
RHYD,swansea-north,PV,20,35,#35,3,5.06,1125,22257
RHYD,swansea-north,PV,20,197,#197,8,5.06,1125,22257
RHYD,swansea-north,PV,20,253,#253,12,5.06,1125,22257
RHYD,swansea-north,PV,20,1785,#1785,17,5.06,1125,22257
RHYD,swansea-north,PV,20,9999,Last,18,5.06,1125,22257
RHYD,swansea-north,Wind,20,1,#1,0,14.76,7466,50570
RHYD,swansea-north,Wind,20,35,#35,3,14.76,7466,50570
RHYD,swansea-north,Wind,20,197,#197,8,14.76,7466,50570
RHYD,swansea-north,Wind,20,253,#253,12,14.76,7466,50570
RHYD,swansea-north,Wind,20,1785,#1785,17,14.76,7466,50570
RHYD,swansea-north,Wind,20,9999,Last,18,14.76,7466,50570
RHYD,swansea-north,BESS,20,1,#1,0,16.77,13549,80812
RHYD,swansea-north,BESS,20,35,#35,3,16.77,13549,80812
RHYD,swansea-north,BESS,20,197,#197,8,16.77,13549,80812
RHYD,swansea-north,BESS,20,253,#253,12,16.77,13549,80812
RHYD,swansea-north,BESS,20,1785,#1785,17,16.77,13549,80812
RHYD,swansea-north,BESS,20,9999,Last,18,16.77,13549,80812
Rhos,swansea-north,PV,20,1,#1,0,0.21,48,22257
Rhos,swansea-north,PV,20,35,#35,3,0.21,48,22257
Rhos,swansea-north,PV,20,197,#197,8,0.21,48,22257
Rhos,swansea-north,PV,20,253,#253,12,0.21,48,22257
Rhos,swansea-north,PV,20,1785,#1785,17,0.23,52,22257
Rhos,swansea-north,PV,20,9999,Last,18,0.23,52,22257
Rhos,swansea-north,Wind,20,1,#1,0,0.0,0,50570
Rhos,swansea-north,Wind,20,35,#35,3,0.0,0,50570
Rhos,swansea-north,Wind,20,197,#197,8,0.0,0,50570
Rhos,swansea-north,Wind,20,253,#253,12,0.0,0,50570
Rhos,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
Rhos,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
Rhos,swansea-north,BESS,20,1,#1,0,0.01,7,80812
Rhos,swansea-north,BESS,20,35,#35,3,0.01,7,80812
Rhos,swansea-north,BESS,20,197,#197,8,0.01,7,80812
Rhos,swansea-north,BESS,20,253,#253,12,0.01,7,80812
Rhos,swansea-north,BESS,20,1785,#1785,17,0.01,8,80812
Rhos,swansea-north,BESS,20,9999,Last,18,0.01,8,80812
SOFI,swansea-north,PV,20,1,#1,0,0.0,0,22257
SOFI,swansea-north,PV,20,35,#35,3,0.0,0,22257
SOFI,swansea-north,PV,20,197,#197,8,0.0,0,22257
SOFI,swansea-north,PV,20,253,#253,12,0.0,0,22257
SOFI,swansea-north,PV,20,1785,#1785,17,0.0,0,22257
SOFI,swansea-north,PV,20,9999,Last,18,0.0,0,22257
SOFI,swansea-north,Wind,20,1,#1,0,0.0,0,50570
SOFI,swansea-north,Wind,20,35,#35,3,0.0,0,50570
SOFI,swansea-north,Wind,20,197,#197,8,0.0,0,50570
SOFI,swansea-north,Wind,20,253,#253,12,0.0,0,50570
SOFI,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
SOFI,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
SOFI,swansea-north,BESS,20,1,#1,0,0.0,0,80812
SOFI,swansea-north,BESS,20,35,#35,3,0.0,0,80812
SOFI,swansea-north,BESS,20,197,#197,8,0.0,0,80812
SOFI,swansea-north,BESS,20,253,#253,12,0.0,0,80812
SOFI,swansea-north,BESS,20,1785,#1785,17,0.0,0,80812
SOFI,swansea-north,BESS,20,9999,Last,18,0.0,0,80812
STCL,swansea-north,PV,20,1,#1,0,26.49,5895,22257
STCL,swansea-north,PV,20,35,#35,3,26.49,5895,22257
STCL,swansea-north,PV,20,197,#197,8,26.49,5895,22257
STCL,swansea-north,PV,20,253,#253,12,26.49,5895,22257
STCL,swansea-north,PV,20,1785,#1785,17,26.49,5895,22257
STCL,swansea-north,PV,20,9999,Last,18,26.49,5895,22257
STCL,swansea-north,Wind,20,1,#1,0,32.45,16410,50570
STCL,swansea-north,Wind,20,35,#35,3,32.45,16410,50570
STCL,swansea-north,Wind,20,197,#197,8,32.45,16410,50570
STCL,swansea-north,Wind,20,253,#253,12,32.45,16410,50570
STCL,swansea-north,Wind,20,1785,#1785,17,32.45,16410,50570
STCL,swansea-north,Wind,20,9999,Last,18,32.45,16410,50570
STCL,swansea-north,BESS,20,1,#1,0,40.7,32891,80812
STCL,swansea-north,BESS,20,35,#35,3,40.7,32891,80812
STCL,swansea-north,BESS,20,197,#197,8,40.7,32891,80812
STCL,swansea-north,BESS,20,253,#253,12,40.7,32891,80812
STCL,swansea-north,BESS,20,1785,#1785,17,40.7,32891,80812
STCL,swansea-north,BESS,20,9999,Last,18,40.7,32891,80812
SWAU,swansea-north,PV,20,1,#1,0,13.35,2972,22257
SWAU,swansea-north,PV,20,35,#35,3,13.35,2972,22257
SWAU,swansea-north,PV,20,197,#197,8,13.35,2972,22257
SWAU,swansea-north,PV,20,253,#253,12,13.35,2972,22257
SWAU,swansea-north,PV,20,1785,#1785,17,13.66,3039,22257
SWAU,swansea-north,PV,20,9999,Last,18,13.66,3039,22257
SWAU,swansea-north,Wind,20,1,#1,0,15.3,7735,50570
SWAU,swansea-north,Wind,20,35,#35,3,15.3,7735,50570
SWAU,swansea-north,Wind,20,197,#197,8,15.3,7735,50570
SWAU,swansea-north,Wind,20,253,#253,12,15.3,7735,50570
SWAU,swansea-north,Wind,20,1785,#1785,17,15.32,7746,50570
SWAU,swansea-north,Wind,20,9999,Last,18,15.32,7746,50570
SWAU,swansea-north,BESS,20,1,#1,0,31.52,25469,80812
SWAU,swansea-north,BESS,20,35,#35,3,31.52,25469,80812
SWAU,swansea-north,BESS,20,197,#197,8,31.52,25469,80812
SWAU,swansea-north,BESS,20,253,#253,12,31.52,25469,80812
SWAU,swansea-north,BESS,20,1785,#1785,17,31.6,25536,80812
SWAU,swansea-north,BESS,20,9999,Last,18,31.6,25536,80812
Swansea North,swansea-north,PV,20,1,#1,0,0.0,0,22257
Swansea North,swansea-north,PV,20,35,#35,3,0.0,0,22257
Swansea North,swansea-north,PV,20,197,#197,8,0.45,100,22257
Swansea North,swansea-north,PV,20,253,#253,12,0.45,100,22257
Swansea North,swansea-north,PV,20,1785,#1785,17,0.45,100,22257
Swansea North,swansea-north,PV,20,9999,Last,18,0.45,100,22257
Swansea North,swansea-north,Wind,20,1,#1,0,0.0,0,50570
Swansea North,swansea-north,Wind,20,35,#35,3,0.0,0,50570
Swansea North,swansea-north,Wind,20,197,#197,8,0.0,0,50570
Swansea North,swansea-north,Wind,20,253,#253,12,0.0,0,50570
Swansea North,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
Swansea North,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
Swansea North,swansea-north,BESS,20,1,#1,0,0.0,0,80812
Swansea North,swansea-north,BESS,20,35,#35,3,0.0,0,80812
Swansea North,swansea-north,BESS,20,197,#197,8,0.03,24,80812
Swansea North,swansea-north,BESS,20,253,#253,12,0.03,24,80812
Swansea North,swansea-north,BESS,20,1785,#1785,17,0.03,24,80812
Swansea North,swansea-north,BESS,20,9999,Last,18,0.03,24,80812
Swansea West,swansea-north,PV,20,1,#1,0,0.0,0,22257
Swansea West,swansea-north,PV,20,35,#35,3,0.0,0,22257
Swansea West,swansea-north,PV,20,197,#197,8,0.0,0,22257
Swansea West,swansea-north,PV,20,253,#253,12,0.03,7,22257
Swansea West,swansea-north,PV,20,1785,#1785,17,0.99,220,22257
Swansea West,swansea-north,PV,20,9999,Last,18,0.99,220,22257
Swansea West,swansea-north,Wind,20,1,#1,0,0.0,0,50570
Swansea West,swansea-north,Wind,20,35,#35,3,0.0,0,50570
Swansea West,swansea-north,Wind,20,197,#197,8,0.0,0,50570
Swansea West,swansea-north,Wind,20,253,#253,12,0.0,0,50570
Swansea West,swansea-north,Wind,20,1785,#1785,17,0.02,11,50570
Swansea West,swansea-north,Wind,20,9999,Last,18,0.02,11,50570
Swansea West,swansea-north,BESS,20,1,#1,0,0.0,0,80812
Swansea West,swansea-north,BESS,20,35,#35,3,0.0,0,80812
Swansea West,swansea-north,BESS,20,197,#197,8,0.0,0,80812
Swansea West,swansea-north,BESS,20,253,#253,12,0.01,10,80812
Swansea West,swansea-north,BESS,20,1785,#1785,17,0.45,366,80812
Swansea West,swansea-north,BESS,20,9999,Last,18,0.45,366,80812
TIMT,swansea-north,PV,20,1,#1,0,0.0,0,22257
TIMT,swansea-north,PV,20,35,#35,3,0.0,0,22257
TIMT,swansea-north,PV,20,197,#197,8,0.0,0,22257
TIMT,swansea-north,PV,20,253,#253,12,0.0,0,22257
TIMT,swansea-north,PV,20,1785,#1785,17,0.0,0,22257
TIMT,swansea-north,PV,20,9999,Last,18,0.0,0,22257
TIMT,swansea-north,Wind,20,1,#1,0,0.0,0,50570
TIMT,swansea-north,Wind,20,35,#35,3,0.0,0,50570
TIMT,swansea-north,Wind,20,197,#197,8,0.0,0,50570
TIMT,swansea-north,Wind,20,253,#253,12,0.0,0,50570
TIMT,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
TIMT,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
TIMT,swansea-north,BESS,20,1,#1,0,0.0,0,80812
TIMT,swansea-north,BESS,20,35,#35,3,0.0,0,80812
TIMT,swansea-north,BESS,20,197,#197,8,0.0,0,80812
TIMT,swansea-north,BESS,20,253,#253,12,0.0,0,80812
TIMT,swansea-north,BESS,20,1785,#1785,17,0.0,0,80812
TIMT,swansea-north,BESS,20,9999,Last,18,0.0,0,80812
TREG,swansea-north,PV,20,1,#1,0,0.03,6,22257
TREG,swansea-north,PV,20,35,#35,3,0.03,6,22257
TREG,swansea-north,PV,20,197,#197,8,0.03,6,22257
TREG,swansea-north,PV,20,253,#253,12,0.44,98,22257
TREG,swansea-north,PV,20,1785,#1785,17,0.44,98,22257
TREG,swansea-north,PV,20,9999,Last,18,0.44,98,22257
TREG,swansea-north,Wind,20,1,#1,0,0.0,0,50570
TREG,swansea-north,Wind,20,35,#35,3,0.0,0,50570
TREG,swansea-north,Wind,20,197,#197,8,0.0,0,50570
TREG,swansea-north,Wind,20,253,#253,12,0.91,459,50570
TREG,swansea-north,Wind,20,1785,#1785,17,0.91,459,50570
TREG,swansea-north,Wind,20,9999,Last,18,0.91,459,50570
TREG,swansea-north,BESS,20,1,#1,0,1.16,936,80812
TREG,swansea-north,BESS,20,35,#35,3,1.17,942,80812
TREG,swansea-north,BESS,20,197,#197,8,1.17,942,80812
TREG,swansea-north,BESS,20,253,#253,12,1.47,1191,80812
TREG,swansea-north,BESS,20,1785,#1785,17,1.47,1191,80812
TREG,swansea-north,BESS,20,9999,Last,18,1.47,1191,80812
TREV,swansea-north,PV,20,1,#1,0,0.26,57,22257
TREV,swansea-north,PV,20,35,#35,3,0.26,57,22257
TREV,swansea-north,PV,20,197,#197,8,0.26,57,22257
TREV,swansea-north,PV,20,253,#253,12,0.26,57,22257
TREV,swansea-north,PV,20,1785,#1785,17,0.26,57,22257
TREV,swansea-north,PV,20,9999,Last,18,0.26,57,22257
TREV,swansea-north,Wind,20,1,#1,0,9.4,4755,50570
TREV,swansea-north,Wind,20,35,#35,3,9.4,4755,50570
TREV,swansea-north,Wind,20,197,#197,8,9.4,4755,50570
TREV,swansea-north,Wind,20,253,#253,12,9.4,4755,50570
TREV,swansea-north,Wind,20,1785,#1785,17,9.4,4755,50570
TREV,swansea-north,Wind,20,9999,Last,18,9.4,4755,50570
TREV,swansea-north,BESS,20,1,#1,0,12.32,9956,80812
TREV,swansea-north,BESS,20,35,#35,3,12.32,9956,80812
TREV,swansea-north,BESS,20,197,#197,8,12.32,9956,80812
TREV,swansea-north,BESS,20,253,#253,12,12.32,9956,80812
TREV,swansea-north,BESS,20,1785,#1785,17,12.32,9956,80812
TREV,swansea-north,BESS,20,9999,Last,18,12.32,9956,80812
TSKT,swansea-north,PV,20,1,#1,0,0.0,0,22257
TSKT,swansea-north,PV,20,35,#35,3,0.0,0,22257
TSKT,swansea-north,PV,20,197,#197,8,0.0,0,22257
TSKT,swansea-north,PV,20,253,#253,12,0.03,7,22257
TSKT,swansea-north,PV,20,1785,#1785,17,0.99,220,22257
TSKT,swansea-north,PV,20,9999,Last,18,0.99,220,22257
TSKT,swansea-north,Wind,20,1,#1,0,0.0,0,50570
TSKT,swansea-north,Wind,20,35,#35,3,0.0,0,50570
TSKT,swansea-north,Wind,20,197,#197,8,0.0,0,50570
TSKT,swansea-north,Wind,20,253,#253,12,0.0,0,50570
TSKT,swansea-north,Wind,20,1785,#1785,17,0.02,11,50570
TSKT,swansea-north,Wind,20,9999,Last,18,0.02,11,50570
TSKT,swansea-north,BESS,20,1,#1,0,0.0,0,80812
TSKT,swansea-north,BESS,20,35,#35,3,0.0,0,80812
TSKT,swansea-north,BESS,20,197,#197,8,0.0,0,80812
TSKT,swansea-north,BESS,20,253,#253,12,0.01,10,80812
TSKT,swansea-north,BESS,20,1785,#1785,17,0.45,367,80812
TSKT,swansea-north,BESS,20,9999,Last,18,0.45,367,80812
TUMB,swansea-north,PV,20,1,#1,0,1.24,275,22257
TUMB,swansea-north,PV,20,35,#35,3,1.24,275,22257
TUMB,swansea-north,PV,20,197,#197,8,1.24,275,22257
TUMB,swansea-north,PV,20,253,#253,12,1.24,275,22257
TUMB,swansea-north,PV,20,1785,#1785,17,1.24,275,22257
TUMB,swansea-north,PV,20,9999,Last,18,1.24,275,22257
TUMB,swansea-north,Wind,20,1,#1,0,0.21,108,50570
TUMB,swansea-north,Wind,20,35,#35,3,0.21,108,50570
TUMB,swansea-north,Wind,20,197,#197,8,0.21,108,50570
TUMB,swansea-north,Wind,20,253,#253,12,0.21,108,50570
TUMB,swansea-north,Wind,20,1785,#1785,17,0.21,108,50570
TUMB,swansea-north,Wind,20,9999,Last,18,0.21,108,50570
TUMB,swansea-north,BESS,20,1,#1,0,8.08,6531,80812
TUMB,swansea-north,BESS,20,35,#35,3,8.08,6531,80812
TUMB,swansea-north,BESS,20,197,#197,8,8.08,6531,80812
TUMB,swansea-north,BESS,20,253,#253,12,8.08,6531,80812
TUMB,swansea-north,BESS,20,1785,#1785,17,8.08,6531,80812
TUMB,swansea-north,BESS,20,9999,Last,18,8.08,6531,80812
TWYN,swansea-north,PV,20,1,#1,0,4.55,1014,22257
TWYN,swansea-north,PV,20,35,#35,3,4.55,1014,22257
TWYN,swansea-north,PV,20,197,#197,8,4.55,1014,22257
TWYN,swansea-north,PV,20,253,#253,12,4.55,1014,22257
TWYN,swansea-north,PV,20,1785,#1785,17,4.55,1014,22257
TWYN,swansea-north,PV,20,9999,Last,18,4.55,1014,22257
TWYN,swansea-north,Wind,20,1,#1,0,15.07,7622,50570
TWYN,swansea-north,Wind,20,35,#35,3,15.07,7622,50570
TWYN,swansea-north,Wind,20,197,#197,8,15.07,7622,50570
TWYN,swansea-north,Wind,20,253,#253,12,15.07,7622,50570
