substation,technology,capacity_mw,curtailment_pct,binding_branch,confidence,confidence_reason,model_residual_mw,pel_mw,residual_pct_of_pel,model_residual_std,model_max_residual
ASHG,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ASHG,PV,10,0.0,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
ASHG,PV,20,9.56,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
ASHG,PV,30,25.33,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
ASHG,PV,50,46.01,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
ASHG,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ASHG,Wind,10,0.44,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
ASHG,Wind,20,11.9,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
ASHG,Wind,30,27.25,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
ASHG,Wind,50,47.57,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
ASHG,BESS,5,0.0,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
ASHG,BESS,10,1.95,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
ASHG,BESS,20,27.51,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
ASHG,BESS,30,38.7,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
ASHG,BESS,50,51.94,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
BARY,PV,5,0.01,PENA3_#1L5->PENA3_2L9,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,23.092,,,
BARY,PV,10,0.04,PENA3_#1L5->PENA3_2L9,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,23.092,,,
BARY,PV,20,0.08,PENA3_#1L5->PENA3_2L9,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,23.092,,,
BARY,PV,30,3.39,PENA3_#1L5->PENA3_2L9,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,23.092,,,
BARY,PV,50,20.67,PENA3_#1L5->PENA3_2L9,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,23.092,,,
BARY,Wind,5,0.21,PENA3_#1L5->PENA3_2L9,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,23.092,,,
BARY,Wind,10,0.3,PENA3_#1L5->PENA3_2L9,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,23.092,,,
BARY,Wind,20,0.37,PENA3_#1L5->PENA3_2L9,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,23.092,,,
BARY,Wind,30,5.03,PENA3_#1L5->PENA3_2L9,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,23.092,,,
BARY,Wind,50,23.46,PENA3_#1L5->PENA3_2L9,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,23.092,,,
BARY,BESS,5,0.82,PENA3_#1L5->PENA3_2L9,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,23.092,,,
BARY,BESS,10,0.93,PENA3_#1L5->PENA3_2L9,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,23.092,,,
BARY,BESS,20,2.95,PENA3_#1L5->PENA3_2L9,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,23.092,,,
BARY,BESS,30,21.57,51L7662P1->BARY3_#3L5,Very Low,Branch reads zero 98% of time — likely disconnected or unmonitored,,23.492,,,
BARY,BESS,50,37.35,51L7662P1->BARY3_#3L5,Very Low,Branch reads zero 98% of time — likely disconnected or unmonitored,,23.492,,,
BOVE,PV,5,4.92,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
BOVE,PV,10,8.49,56L7076P11->56L7076P58,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,16.176,,,
BOVE,PV,20,28.23,BOVE3_MAIN1->56L7076P58,Moderate,Branch active (mean 2.3 MW) but no generation residual available,,5.954460431113899,,,
BOVE,PV,30,42.71,BOVE3_MAIN1->56L7076P58,Moderate,Branch active (mean 2.3 MW) but no generation residual available,,5.954460431113899,,,
BOVE,PV,50,59.22,BOVE3_MAIN1->56L7076P58,Moderate,Branch active (mean 2.3 MW) but no generation residual available,,5.954460431113899,,,
BOVE,Wind,5,0.71,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
BOVE,Wind,10,1.79,BOVE3_MAIN1->56L7076P58,Moderate,Branch active (mean 2.3 MW) but no generation residual available,,5.954460431113899,,,
BOVE,Wind,20,23.73,BOVE3_MAIN1->56L7076P58,Moderate,Branch active (mean 2.3 MW) but no generation residual available,,5.954460431113899,,,
BOVE,Wind,30,41.04,BOVE3_MAIN1->56L7076P58,Moderate,Branch active (mean 2.3 MW) but no generation residual available,,5.954460431113899,,,
BOVE,Wind,50,59.91,BOVE3_MAIN1->56L7076P58,Moderate,Branch active (mean 2.3 MW) but no generation residual available,,5.954460431113899,,,
BOVE,BESS,5,0.88,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
BOVE,BESS,10,12.78,BOVE3_MAIN1->56L7076P58,Moderate,Branch active (mean 2.3 MW) but no generation residual available,,5.954460431113899,,,
BOVE,BESS,20,37.04,56L7076P11->56L7076P58,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,16.176,,,
BOVE,BESS,30,46.72,BOVE3_MAIN1->56L7076P58,Moderate,Branch active (mean 2.3 MW) but no generation residual available,,5.954460431113899,,,
BOVE,BESS,50,66.61,BOVE3_MAIN1->56L7076P58,Moderate,Branch active (mean 2.3 MW) but no generation residual available,,5.954460431113899,,,
BRHI,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
BRHI,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
BRHI,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
BRHI,PV,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
BRHI,PV,50,0.0,,N/A,No curtailment — no binding constraint,,,,,
BRHI,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
BRHI,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
BRHI,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
BRHI,Wind,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
BRHI,Wind,50,0.0,STTN3T->JESU3T,Moderate,Branch active (mean 1.2 MW) but no generation residual available,,13.237799999999998,,,
BRHI,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
BRHI,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
BRHI,BESS,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
BRHI,BESS,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
BRHI,BESS,50,0.39,STTN3T->JESU3T,Moderate,Branch active (mean 1.2 MW) but no generation residual available,,13.237799999999998,,,
BROA,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
BROA,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
BROA,PV,20,0.01,BRHI3_#4L5->BROA3_2L3,Moderate,Branch active (mean 2.1 MW) but no generation residual available,,19.034,,,
BROA,PV,30,4.55,BRHI3_#4L5->BROA3_2L3,Moderate,Branch active (mean 2.1 MW) but no generation residual available,,19.034,,,
BROA,PV,50,22.02,BRHI3_#4L5->BROA3_2L3,Moderate,Branch active (mean 2.1 MW) but no generation residual available,,19.034,,,
BROA,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
BROA,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
BROA,Wind,20,0.09,BRHI3_#4L5->BROA3_2L3,Moderate,Branch active (mean 2.1 MW) but no generation residual available,,19.034,,,
BROA,Wind,30,4.26,BRHI3_#4L5->BROA3_2L3,Moderate,Branch active (mean 2.1 MW) but no generation residual available,,19.034,,,
BROA,Wind,50,23.05,BRHI3_#4L5->BROA3_2L3,Moderate,Branch active (mean 2.1 MW) but no generation residual available,,19.034,,,
BROA,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
BROA,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
BROA,BESS,20,2.12,BRHI3_#4L5->BROA3_2L3,Moderate,Branch active (mean 2.1 MW) but no generation residual available,,19.034,,,
BROA,BESS,30,20.5,BRHI3_#4L5->BROA3_2L3,Moderate,Branch active (mean 2.1 MW) but no generation residual available,,19.034,,,
BROA,BESS,50,36.64,BRHI3_#4L5->BROA3_2L3,Moderate,Branch active (mean 2.1 MW) but no generation residual available,,19.034,,,
COWB,PV,5,5.5,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
COWB,PV,10,6.98,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
COWB,PV,20,16.07,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
COWB,PV,30,25.86,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
COWB,PV,50,40.74,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
COWB,Wind,5,0.78,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
COWB,Wind,10,1.08,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
COWB,Wind,20,2.68,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
COWB,Wind,30,7.07,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
COWB,Wind,50,25.18,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
COWB,BESS,5,1.17,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
COWB,BESS,10,2.86,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
COWB,BESS,20,6.94,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
COWB,BESS,30,22.74,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
COWB,BESS,50,39.51,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
CYNC,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
CYNC,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
CYNC,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
CYNC,PV,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
CYNC,PV,50,0.0,,N/A,No curtailment — no binding constraint,,,,,
CYNC,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
CYNC,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
CYNC,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
CYNC,Wind,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
CYNC,Wind,50,0.0,,N/A,No curtailment — no binding constraint,,,,,
CYNC,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
CYNC,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
CYNC,BESS,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
CYNC,BESS,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
CYNC,BESS,50,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff Central,PV,5,5.24,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff Central,PV,10,9.49,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff Central,PV,20,39.56,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff Central,PV,30,57.15,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff Central,PV,50,72.69,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff Central,Wind,5,24.08,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff Central,Wind,10,32.69,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff Central,Wind,20,48.21,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff Central,Wind,30,59.24,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff Central,Wind,50,71.61,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff Central,BESS,5,27.7,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff Central,BESS,10,40.47,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff Central,BESS,20,56.29,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff Central,BESS,30,64.07,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff Central,BESS,50,75.35,WOOD3_#4L5->CARC3_#8L5,Moderate,Branch active (mean 4.4 MW) but no generation residual available,,9.98744532852246,,,
Cardiff East,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff East,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff East,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff East,PV,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff East,PV,50,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff East,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff East,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff East,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff East,Wind,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff East,Wind,50,0.02,CARE3_#6L5->CYNC3_#2L5,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,24.063,,,
Cardiff East,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff East,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff East,BESS,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff East,BESS,30,0.02,CARE3_#6L5->CYNC3_#2L5,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,24.063,,,
Cardiff East,BESS,50,0.46,CARE3_#6L5->CYNC3_#2L5,Moderate,Branch active (mean 2.7 MW) but no generation residual available,,24.063,,,
Cardiff North,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff North,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff North,PV,20,2.04,CYNC3T->CARN3_#4L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,18.912876110567808,,,
Cardiff North,PV,30,13.24,CYNC3T->CARN3_#4L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,18.912876110567808,,,
Cardiff North,PV,50,34.75,CYNC3T->CARN3_#4L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,18.912876110567808,,,
Cardiff North,Wind,5,0.02,CYNC3T->CYNC3_#1L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,18.912876110567808,,,
Cardiff North,Wind,10,0.3,CYNC3T->CARN3_#4L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,18.912876110567808,,,
Cardiff North,Wind,20,6.78,CYNC3T->CARN3_#4L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,18.912876110567808,,,
Cardiff North,Wind,30,18.57,CYNC3T->CARN3_#4L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,18.912876110567808,,,
Cardiff North,Wind,50,38.09,CYNC3T->CARN3_#4L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,18.912876110567808,,,
Cardiff North,BESS,5,0.07,CYNC3T->CARN3_#4L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,18.912876110567808,,,
Cardiff North,BESS,10,1.54,CYNC3T->CYNC3_#1L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,18.912876110567808,,,
Cardiff North,BESS,20,19.01,CYNC3T->CARN3_#4L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,18.912876110567808,,,
Cardiff North,BESS,30,32.94,CYNC3T->CARN3_#4L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,18.912876110567808,,,
Cardiff North,BESS,50,45.41,CYNC3T->CARN3_#4L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,18.912876110567808,,,
Cardiff West,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff West,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff West,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff West,PV,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff West,PV,50,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff West,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff West,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff West,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff West,Wind,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff West,Wind,50,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff West,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff West,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff West,BESS,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff West,BESS,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
Cardiff West,BESS,50,0.0,CARW3_#1L5->WOOD3_#3L5,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,10.15234009290014,,,
East Aberthaw,PV,5,4.86,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
East Aberthaw,PV,10,5.09,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
East Aberthaw,PV,20,5.93,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
East Aberthaw,PV,30,7.78,JESU3T->BRHI3_#2L5,Moderate,Branch active (mean 1.8 MW) but no generation residual available,,44.126,,,
East Aberthaw,PV,50,13.7,JESU3T->BRHI3_#2L5,Moderate,Branch active (mean 1.8 MW) but no generation residual available,,44.126,,,
East Aberthaw,Wind,5,0.71,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
East Aberthaw,Wind,10,0.72,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
East Aberthaw,Wind,20,0.75,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
East Aberthaw,Wind,30,0.81,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
East Aberthaw,Wind,50,1.2,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
East Aberthaw,BESS,5,0.86,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
East Aberthaw,BESS,10,0.93,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
East Aberthaw,BESS,20,1.09,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
East Aberthaw,BESS,30,1.56,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
East Aberthaw,BESS,50,3.79,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
FAIR,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
FAIR,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
FAIR,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
FAIR,PV,30,0.01,HIGH3_#1L5->ELYH3T,Moderate,Branch active (mean 3.2 MW) but no generation residual available,,9.126198120440389,,,
FAIR,PV,50,1.95,ELYF3T->ELY_3_1L5,Moderate,Branch active (mean 1.0 MW) but no generation residual available,,7.2189,,,
FAIR,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
FAIR,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
FAIR,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
FAIR,Wind,30,0.01,ELYF3T->ELY_3_1L5,Moderate,Branch active (mean 1.0 MW) but no generation residual available,,7.2189,,,
FAIR,Wind,50,6.41,ELYF3T->ELY_3_1L5,Moderate,Branch active (mean 1.0 MW) but no generation residual available,,7.2189,,,
FAIR,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
FAIR,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
FAIR,BESS,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
FAIR,BESS,30,0.84,ELYF3T->ELY_3_1L5,Moderate,Branch active (mean 1.0 MW) but no generation residual available,,7.2189,,,
FAIR,BESS,50,23.12,ELYF3T->ELY_3_1L5,Moderate,Branch active (mean 1.0 MW) but no generation residual available,,7.2189,,,
HEAT,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEAT,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEAT,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEAT,PV,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEAT,PV,50,0.31,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
HEAT,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEAT,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEAT,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEAT,Wind,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEAT,Wind,50,0.22,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
HEAT,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEAT,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEAT,BESS,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEAT,BESS,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEAT,BESS,50,7.64,ASHG3_1L5->HEAT3_#4L5,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,11.571160430038358,,,
HIGH,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
HIGH,PV,10,0.0,HIGH3_#1L5->ELYH3T,Moderate,Branch active (mean 3.2 MW) but no generation residual available,,9.126198120440389,,,
HIGH,PV,20,3.28,HIGH3_#1L5->ELYH3T,Moderate,Branch active (mean 3.2 MW) but no generation residual available,,9.126198120440389,,,
HIGH,PV,30,10.78,HIGH3_#1L5->ELYH3T,Moderate,Branch active (mean 3.2 MW) but no generation residual available,,9.126198120440389,,,
HIGH,PV,50,25.2,HIGH3_#1L5->ELYH3T,Moderate,Branch active (mean 3.2 MW) but no generation residual available,,9.126198120440389,,,
HIGH,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
HIGH,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
HIGH,Wind,20,0.02,HIGH3_#1L5->ELYH3T,Moderate,Branch active (mean 3.2 MW) but no generation residual available,,9.126198120440389,,,
HIGH,Wind,30,0.56,HIGH3_#1L5->ELYH3T,Moderate,Branch active (mean 3.2 MW) but no generation residual available,,9.126198120440389,,,
HIGH,Wind,50,9.81,HIGH3_#1L5->ELYH3T,Moderate,Branch active (mean 3.2 MW) but no generation residual available,,9.126198120440389,,,
HIGH,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
HIGH,BESS,10,0.0,HIGH3_#1L5->ELYH3T,Moderate,Branch active (mean 3.2 MW) but no generation residual available,,9.126198120440389,,,
HIGH,BESS,20,0.52,HIGH3_#1L5->ELYH3T,Moderate,Branch active (mean 3.2 MW) but no generation residual available,,9.126198120440389,,,
HIGH,BESS,30,5.35,HIGH3_#1L5->ELYH3T,Moderate,Branch active (mean 3.2 MW) but no generation residual available,,9.126198120440389,,,
HIGH,BESS,50,26.23,HIGH3_#1L5->ELYH3T,Moderate,Branch active (mean 3.2 MW) but no generation residual available,,9.126198120440389,,,
LLDO,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
LLDO,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
LLDO,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
LLDO,PV,30,1.59,LLDO3_2L3->CARW3_#5L5,Moderate,Branch active (mean 7.2 MW) but no generation residual available,,25.207,,,
LLDO,PV,50,15.4,LLDO3_2L3->CARW3_#5L5,Moderate,Branch active (mean 7.2 MW) but no generation residual available,,25.207,,,
LLDO,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
LLDO,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
LLDO,Wind,20,0.01,LLDO3_2L3->CARW3_#5L5,Moderate,Branch active (mean 7.2 MW) but no generation residual available,,25.207,,,
LLDO,Wind,30,1.06,LLDO3_2L3->CARW3_#5L5,Moderate,Branch active (mean 7.2 MW) but no generation residual available,,25.207,,,
LLDO,Wind,50,15.29,LLDO3_2L3->CARW3_#5L5,Moderate,Branch active (mean 7.2 MW) but no generation residual available,,25.207,,,
LLDO,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
LLDO,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
LLDO,BESS,20,0.19,LLDO3_2L3->CARW3_#5L5,Moderate,Branch active (mean 7.2 MW) but no generation residual available,,25.207,,,
