Power Units_Bus Number,MW_2255,MVAr_2255,MW_3732,MVAr_3732,MW_3762,MVAr_3762,MW_3771,MVAr_3771,MW_3772,MVAr_3772,MW_3780,MVAr_3780,MW_3789,MVAr_3789,MW_3792,MVAr_3792,MW_517100,MVAr_517100,MW_517102,MVAr_517102,MW_547400,MVAr_547400,MW_549000,MVAr_549000,MW_583313,MVAr_583313,MW_583314,MVAr_583314
2024-01-07 02:00:00,5.61,0.00,4.13,-0.81,7.13,0.00,1.55,-0.61,1.55,-0.61,4.48,0.00,5.21,0.00,2.26,0.00,-19.81,-4.38,-19.81,-4.38,-6.20,2.93,16.79,0.00,17.53,3.65,17.53,3.65
2024-01-07 02:30:00,5.54,0.00,4.03,-0.81,7.08,0.00,1.50,-0.61,1.50,-0.61,4.29,0.00,5.23,0.00,2.23,0.00,-19.90,-5.39,-19.90,-5.39,-7.50,2.88,16.27,0.00,17.54,3.62,17.54,3.62
2024-01-07 03:00:00,5.41,0.00,3.91,-0.81,6.96,0.00,1.48,-0.60,1.48,-0.60,4.21,0.00,5.20,0.00,2.21,0.00,-21.39,-5.65,-21.39,-5.65,-5.93,3.06,15.87,0.00,17.61,3.62,17.61,3.62
2024-01-07 03:30:00,5.09,0.00,3.85,-0.81,6.78,0.00,1.41,-0.60,1.41,-0.60,4.05,0.00,5.12,0.00,2.11,0.00,-19.37,-6.03,-19.37,-6.03,-7.97,3.06,8.44,-5.62,17.70,3.60,17.70,3.60
2024-01-07 04:00:00,5.02,0.00,3.81,-0.81,6.69,0.00,1.34,-0.60,1.34,-0.60,3.97,0.00,5.15,0.00,2.07,0.00,-20.17,-6.18,-20.17,-6.18,-6.36,3.06,15.19,-5.63,17.85,3.68,17.85,3.68
2024-01-07 04:30:00,4.98,0.00,3.74,-0.82,6.61,0.00,1.26,-0.62,1.26,-0.62,3.89,0.00,5.16,0.00,2.00,0.00,-21.10,-5.20,-21.10,-5.20,-5.90,3.06,8.14,-5.66,17.95,3.73,17.95,3.73
2024-01-07 05:00:00,5.00,0.00,3.74,-0.81,6.49,0.00,1.22,-0.62,1.22,-0.62,3.86,0.00,5.00,0.00,1.98,0.00,-26.22,-2.69,-26.22,-2.69,-4.73,3.06,14.71,0.00,18.23,3.82,18.23,3.82
2024-01-07 05:30:00,5.01,0.00,3.69,-0.83,6.57,0.00,1.23,-0.64,1.23,-0.64,3.83,0.00,4.81,0.00,1.94,0.00,-23.03,-3.83,-23.03,-3.83,-6.94,3.06,0.00,-5.61,18.27,3.79,18.27,3.79
2024-01-07 06:00:00,5.06,0.00,3.77,-0.83,6.58,0.00,1.23,-0.62,1.23,-0.62,3.86,0.00,4.94,0.00,1.98,0.00,-19.66,-4.64,-19.66,-4.64,-5.58,3.06,16.27,0.00,18.35,3.82,18.35,3.82
2024-01-07 06:30:00,5.28,0.00,3.97,-0.80,6.96,0.00,1.28,-0.62,1.28,-0.62,4.05,0.00,5.11,0.00,1.98,0.00,-7.07,-4.58,-7.07,-4.58,-7.30,2.98,8.13,0.00,18.36,3.83,18.36,3.83
2024-01-07 07:00:00,5.39,0.00,4.07,-0.78,7.20,0.00,1.35,-0.60,1.35,-0.60,4.17,0.00,5.31,0.00,2.07,0.00,-3.94,-4.52,-3.94,-4.52,-7.24,3.05,15.48,0.00,18.34,3.84,18.34,3.84
2024-01-07 07:30:00,5.50,0.00,4.39,-0.76,7.62,0.00,1.48,-0.60,1.48,-0.60,4.52,0.00,5.65,0.00,2.17,0.00,8.69,-1.27,8.69,-1.27,-6.51,2.78,16.08,-5.49,18.36,3.85,18.36,3.85
2024-01-07 08:00:00,5.71,0.00,4.55,-0.76,8.18,0.00,1.61,-0.56,1.61,-0.56,4.85,0.00,5.85,0.00,2.31,0.00,26.31,2.83,26.31,2.83,-7.77,2.78,17.22,1.36,18.25,3.71,18.25,3.71
2024-01-07 08:30:00,6.18,0.00,4.79,-0.73,8.98,0.00,1.88,-0.54,1.88,-0.54,5.34,0.00,6.01,0.00,2.42,0.00,30.53,3.23,30.53,3.23,-9.68,2.71,18.24,-5.22,18.35,3.81,18.35,3.81
2024-01-07 09:00:00,6.24,0.00,5.16,-0.70,9.92,0.00,2.16,-0.54,2.16,-0.54,5.91,0.00,6.55,0.00,2.62,0.00,34.33,2.92,34.33,2.92,-11.04,2.60,19.95,-3.20,18.20,3.83,18.20,3.83
2024-01-07 09:30:00,6.42,0.00,5.51,-0.69,10.79,0.00,2.42,-0.52,2.42,-0.52,6.47,0.00,7.08,0.00,2.78,0.00,34.63,3.33,34.63,3.33,-11.04,2.42,21.86,1.96,18.06,3.74,18.06,3.74
2024-01-07 10:00:00,6.58,0.00,5.82,-0.65,11.80,0.00,2.64,-0.52,2.64,-0.52,6.91,0.00,7.29,0.00,2.88,0.00,34.95,4.11,34.95,4.11,-11.50,2.28,23.60,-4.60,18.09,3.75,18.09,3.75
2024-01-07 10:30:00,6.76,0.00,6.10,-0.65,12.44,0.00,2.79,-0.50,2.79,-0.50,7.40,0.00,7.52,0.00,2.92,0.00,36.07,4.22,36.07,4.22,-13.62,2.15,25.44,-2.12,18.07,3.71,18.07,3.71
2024-01-07 11:00:00,6.95,0.00,6.27,-0.60,12.79,0.00,2.82,-0.49,2.82,-0.49,7.52,0.00,7.82,0.00,2.97,0.00,35.35,4.48,35.35,4.48,-11.74,2.05,26.36,0.00,18.09,3.83,18.09,3.83
2024-01-07 11:30:00,6.42,0.00,6.37,-0.57,13.08,0.00,2.89,-0.47,2.89,-0.47,7.91,0.00,7.92,0.00,3.02,0.00,35.44,4.78,35.44,4.78,-11.10,1.80,25.63,-4.08,18.32,3.96,18.32,3.96
2024-01-07 12:00:00,6.75,0.00,6.61,-0.57,13.44,0.00,3.02,-0.52,3.02,-0.52,7.87,0.00,8.06,0.00,3.10,0.00,37.10,4.78,37.10,4.78,-11.54,1.80,25.55,0.00,18.46,4.00,18.46,4.00
2024-01-07 12:30:00,7.19,0.00,6.69,-0.57,13.80,0.00,3.16,-0.51,3.16,-0.51,8.20,0.00,8.35,0.00,3.24,0.00,40.38,4.70,40.38,4.70,-14.42,1.80,26.73,-2.19,18.55,3.96,18.55,3.96
2024-01-07 13:00:00,7.10,0.00,6.89,-0.54,13.67,0.00,3.24,-0.51,3.24,-0.51,8.31,0.00,8.27,0.00,3.35,0.00,37.93,5.51,37.93,5.51,-14.07,1.80,28.69,0.00,18.57,3.96,18.57,3.96
2024-01-07 13:30:00,6.98,0.00,6.90,-0.55,13.36,0.00,3.24,-0.48,3.24,-0.48,8.06,0.00,8.06,0.00,3.38,0.00,35.09,6.33,35.09,6.33,-10.41,1.33,28.66,-1.96,18.90,4.21,18.90,4.21
2024-01-07 14:00:00,6.78,0.00,6.70,-0.57,13.16,0.00,3.06,-0.50,3.06,-0.50,7.82,0.00,7.71,0.00,3.25,0.00,24.93,7.48,24.93,7.48,-2.26,-1.34,28.37,0.00,18.95,4.20,18.95,4.20
2024-01-07 14:30:00,6.94,0.00,6.54,-0.58,12.85,0.00,2.98,-0.51,2.98,-0.51,7.40,0.00,7.21,0.00,3.19,0.00,22.19,7.16,22.19,7.16,1.70,-0.67,26.74,-1.24,19.05,4.14,19.05,4.14
2024-01-07 15:00:00,6.85,0.00,6.47,-0.62,13.04,0.00,3.05,-0.48,3.05,-0.48,7.04,0.00,7.11,0.00,3.22,0.00,29.90,5.73,29.90,5.73,-9.53,1.63,25.16,0.00,19.16,4.08,19.16,4.08
2024-01-07 15:30:00,6.59,0.00,6.42,-0.62,13.15,0.00,3.05,-0.50,3.05,-0.50,7.30,0.00,7.42,0.00,3.18,0.00,34.45,5.44,34.45,5.44,-10.84,1.95,25.61,-2.23,19.36,4.16,19.36,4.16
2024-01-07 16:00:00,6.94,0.00,6.52,-0.62,13.51,0.00,3.19,-0.48,3.19,-0.48,7.62,0.00,7.76,0.00,3.20,0.00,29.94,7.63,29.94,7.63,-9.88,1.95,26.88,0.00,19.50,4.21,19.50,4.21
2024-01-07 16:30:00,7.29,0.00,6.69,-0.61,13.92,0.00,3.39,-0.48,3.39,-0.48,8.13,0.00,8.34,0.00,3.38,0.00,29.82,8.83,29.82,8.83,-11.02,1.89,28.66,-2.10,19.57,4.19,19.57,4.19
2024-01-07 17:00:00,7.67,0.00,7.05,-0.61,14.57,0.00,3.68,-0.47,3.68,-0.47,8.52,0.00,9.01,0.00,3.59,0.00,28.67,8.72,28.67,8.72,-6.99,1.51,30.71,0.00,19.82,4.23,19.82,4.23
2024-01-07 17:30:00,7.66,0.00,7.21,-0.61,14.75,0.00,3.88,-0.50,3.88,-0.50,8.94,0.00,9.38,0.00,3.77,0.00,29.32,8.30,29.32,8.30,-5.87,0.68,32.60,0.00,19.93,4.23,19.93,4.23
2024-01-07 18:00:00,7.56,0.00,7.21,-0.62,14.69,0.00,3.96,-0.50,3.96,-0.50,8.98,0.00,9.63,0.00,3.88,0.00,29.24,8.48,29.24,8.48,-6.83,0.68,33.54,0.00,20.04,4.26,20.04,4.26
2024-01-07 18:30:00,7.47,0.00,7.06,-0.63,13.60,0.00,3.84,-0.48,3.84,-0.48,8.78,0.00,9.46,0.00,3.81,0.00,24.92,9.87,24.92,9.87,-8.36,2.11,33.40,-2.70,20.05,4.20,20.05,4.20
2024-01-07 19:00:00,7.19,0.00,6.92,-0.66,13.09,0.00,3.70,-0.50,3.70,-0.50,8.53,0.00,9.08,0.00,3.72,0.00,31.66,8.45,31.66,8.45,-15.08,2.11,31.91,0.00,20.18,4.21,20.18,4.21
2024-01-07 19:30:00,6.98,0.00,6.62,-0.67,12.64,0.00,3.48,-0.54,3.48,-0.54,7.97,0.00,8.91,0.00,3.54,0.00,24.14,9.88,24.14,9.88,-13.48,2.18,30.71,-3.20,20.17,4.14,20.17,4.14
2024-01-07 20:00:00,6.63,0.00,6.40,-0.71,12.06,0.00,3.28,-0.57,3.28,-0.57,7.63,0.00,8.71,0.00,3.35,0.00,17.25,11.89,17.25,11.89,-13.17,2.47,29.44,-3.48,20.37,4.20,20.37,4.20
2024-01-07 20:30:00,6.50,0.00,6.24,-0.72,11.52,0.00,3.07,-0.57,3.07,-0.57,7.22,0.00,8.34,0.00,3.27,0.00,12.94,12.71,12.94,12.71,-9.63,1.92,28.08,-1.78,20.28,4.15,20.28,4.15
2024-01-07 21:00:00,6.36,0.00,5.98,-0.74,11.18,0.00,2.86,-0.57,2.86,-0.57,6.81,0.00,7.81,0.00,3.10,0.00,14.53,11.76,14.53,11.76,-11.47,2.14,26.91,-3.64,20.26,4.19,20.26,4.19
2024-01-07 21:30:00,6.23,0.00,5.76,-0.74,10.36,0.00,2.68,-0.57,2.68,-0.57,6.37,0.00,7.46,0.00,3.02,0.00,11.76,11.45,11.76,11.45,-8.51,2.03,25.65,-2.19,20.09,4.14,20.09,4.14
2024-01-07 22:00:00,6.20,0.00,5.54,-0.75,9.97,0.00,2.44,-0.60,2.44,-0.60,6.00,0.00,6.98,0.00,2.84,0.00,16.89,8.82,16.89,8.82,-7.84,2.31,24.11,-2.04,20.18,4.28,20.18,4.28
2024-01-07 22:30:00,6.32,0.00,5.14,-0.79,9.50,0.00,2.22,-0.62,2.22,-0.62,5.65,0.00,6.74,0.00,2.71,0.00,16.17,8.22,16.17,8.22,-7.00,2.31,22.90,-2.39,20.00,4.18,20.00,4.18
2024-01-07 23:00:00,6.22,0.00,4.77,-0.81,8.74,0.00,1.98,-0.58,1.98,-0.58,5.23,0.00,6.20,0.00,2.56,0.00,9.23,10.36,9.23,10.36,-6.39,2.08,21.43,-1.98,19.81,4.09,19.81,4.09
2024-01-07 23:30:00,5.70,0.00,4.49,-0.81,8.14,0.00,1.75,-0.58,1.75,-0.58,4.81,0.00,5.76,0.00,2.42,0.00,4.64,11.24,4.64,11.24,-4.23,2.15,19.70,-3.90,19.73,4.04,19.73,4.04
2024-01-08 00:00:00,5.59,0.00,4.32,-0.77,7.71,0.00,1.64,-0.60,1.64,-0.60,4.52,0.00,5.47,0.00,2.36,0.00,12.08,8.54,12.08,8.54,-4.23,2.44,18.28,0.00,19.67,4.00,19.67,4.00
2024-01-08 00:30:00,5.50,0.00,4.32,-0.79,7.62,0.00,1.63,-0.60,1.63,-0.60,4.37,0.00,5.51,0.00,2.36,0.00,14.05,7.40,14.05,7.40,-5.55,2.60,17.42,1.06,19.67,4.00,19.67,4.00
2024-01-08 01:00:00,5.51,0.00,4.28,-0.79,7.45,0.00,1.62,-0.60,1.62,-0.60,4.56,0.00,5.38,0.00,2.43,0.00,16.65,6.50,16.65,6.50,-5.02,2.60,9.39,0.00,19.75,4.07,19.75,4.07
2024-01-08 01:30:00,5.39,0.00,4.25,-0.79,7.30,0.00,1.55,-0.58,1.55,-0.58,4.46,0.00,5.20,0.00,2.40,0.00,13.04,7.21,13.04,7.21,-4.39,2.53,17.05,0.00,19.72,4.11,19.72,4.11
2024-01-08 02:00:00,5.50,0.00,4.15,-0.79,7.17,0.00,1.50,-0.58,1.50,-0.58,4.29,0.00,5.09,0.00,2.40,0.00,7.68,8.66,7.68,8.66,-1.82,2.00,16.74,0.00,19.64,4.06,19.64,4.06
2024-01-08 02:30:00,5.58,0.00,4.07,-0.79,7.11,0.00,1.45,-0.56,1.45,-0.56,4.18,0.00,4.70,0.00,2.37,0.00,6.09,9.00,6.09,9.00,-1.20,1.64,16.49,0.00,19.68,4.02,19.68,4.02
2024-01-08 03:00:00,5.58,0.00,4.01,-0.79,7.11,0.00,1.41,-0.56,1.41,-0.56,4.06,0.00,4.55,0.00,2.35,0.00,2.45,10.12,2.45,10.12,1.48,1.64,7.38,0.00,19.57,4.00,19.57,4.00
2024-01-08 03:30:00,5.61,0.00,3.93,-0.79,7.00,0.00,1.39,-0.56,1.39,-0.56,3.99,0.00,4.53,0.00,2.23,0.00,0.36,10.82,0.36,10.82,2.00,1.48,15.95,0.00,19.56,4.09,19.56,4.09
2024-01-08 04:00:00,5.54,0.00,3.93,-0.79,6.92,0.00,1.34,-0.56,1.34,-0.56,3.96,0.00,4.53,0.00,2.19,0.00,-0.33,10.84,-0.33,10.84,1.50,1.76,15.54,0.00,19.49,4.02,19.49,4.02
2024-01-08 04:30:00,5.20,0.00,3.93,-0.79,6.89,0.00,1.28,-0.57,1.28,-0.57,3.88,0.00,4.74,0.00,2.12,0.00,-5.39,13.37,-5.39,13.37,-0.81,1.96,0.00,0.00,19.59,4.13,19.59,4.13
2024-01-08 05:00:00,5.37,0.00,4.06,-0.79,6.90,0.00,1.19,-0.58,1.19,-0.58,3.89,0.00,4.72,0.00,2.07,0.00,-2.26,11.70,-2.26,11.70,-1.35,1.96,15.11,0.00,19.45,4.04,19.45,4.04
2024-01-08 05:30:00,5.53,0.00,4.22,-0.76,7.15,0.00,1.29,-0.58,1.29,-0.58,3.91,0.00,4.85,0.00,2.08,0.00,4.04,9.83,4.04,9.83,-1.55,1.74,15.54,0.00,19.38,4.09,19.38,4.09
2024-01-08 06:00:00,5.83,0.00,4.43,-0.78,7.54,0.00,1.35,-0.58,1.35,-0.58,4.07,0.00,5.26,0.00,2.18,0.00,2.39,10.84,2.39,10.84,-1.77,0.96,15.97,0.00,19.41,4.07,19.41,4.07
2024-01-08 06:30:00,6.49,0.00,5.01,-0.73,8.68,0.00,1.59,-0.58,1.59,-0.58,4.42,0.00,6.25,0.00,2.32,0.00,4.50,11.32,4.50,11.32,-3.62,1.82,16.85,-4.01,19.33,3.99,19.33,3.99
2024-01-08 07:00:00,7.31,0.00,5.52,-0.67,9.71,0.00,1.81,-0.56,1.81,-0.56,4.88,0.00,7.70,0.00,2.58,0.00,1.97,14.57,1.97,14.57,-3.90,-1.92,19.22,-3.53,19.38,4.03,19.38,4.03
2024-01-08 07:30:00,8.34,0.00,6.47,-0.56,11.50,0.00,2.10,-0.54,2.10,-0.54,5.61,0.00,9.23,0.00,2.69,0.00,7.37,14.70,7.37,14.70,-7.96,-1.35,21.45,-3.22,19.29,3.96,19.29,3.96
2024-01-08 08:00:00,8.80,0.00,7.53,-0.42,13.08,0.00,2.31,-0.55,2.31,-0.55,6.06,0.00,10.20,0.00,2.87,0.00,12.45,14.93,12.45,14.93,-9.95,-1.35,24.72,-2.80,19.58,4.13,19.58,4.13
2024-01-08 08:30:00,9.45,0.00,8.22,-0.35,13.86,0.00,2.41,-0.50,2.41,-0.50,6.37,0.00,11.01,0.00,2.88,0.00,13.71,16.23,13.71,16.23,-11.53,-1.35,27.97,-0.90,19.46,4.00,19.46,4.00
2024-01-08 09:00:00,9.70,0.00,8.92,-0.26,14.43,0.00,2.44,-0.54,2.44,-0.54,6.65,0.00,10.72,0.00,2.90,0.00,18.50,15.47,18.50,15.47,-14.08,-1.35,29.70,-1.08,19.75,4.09,19.75,4.09
2024-01-08 09:30:00,9.73,0.00,9.54,-0.15,14.99,0.00,2.40,-0.54,2.40,-0.54,6.79,0.00,11.07,0.00,2.77,0.00,16.26,15.98,16.26,15.98,-14.08,-1.35,30.56,-0.49,19.80,4.00,19.80,4.00
2024-01-08 10:00:00,9.55,0.00,9.81,-0.11,15.53,0.00,2.40,-0.54,2.40,-0.54,6.68,0.00,10.33,0.00,2.82,0.00,16.02,15.69,16.02,15.69,-12.62,-1.35,30.00,-0.10,19.89,3.98,19.89,3.98
2024-01-08 10:30:00,9.13,0.00,9.93,-0.16,15.65,0.00,2.43,-0.54,2.43,-0.54,6.60,0.00,9.93,0.00,2.80,0.00,13.14,16.98,13.14,16.98,-13.26,-1.35,30.57,0.26,20.06,4.04,20.06,4.04
2024-01-08 11:00:00,8.77,0.00,9.93,-0.12,15.80,0.00,2.45,-0.55,2.45,-0.55,6.89,0.00,9.88,0.00,2.86,0.00,10.33,17.84,10.33,17.84,-12.02,-1.35,30.44,0.46,20.09,4.02,20.09,4.02
2024-01-08 11:30:00,9.04,0.00,9.93,-0.13,15.90,0.00,2.52,-0.58,2.52,-0.58,7.07,0.00,10.66,0.00,2.94,0.00,13.48,17.60,13.48,17.60,-13.46,-1.56,30.36,0.36,20.16,4.02,20.16,4.02
2024-01-08 12:00:00,9.22,0.00,9.93,-0.12,15.99,0.00,2.57,-0.57,2.57,-0.57,7.15,0.00,10.61,0.00,3.07,0.00,11.52,18.09,11.52,18.09,-10.10,-1.79,31.52,0.42,20.33,4.09,20.33,4.09
2024-01-08 12:30:00,9.16,0.00,9.92,-0.14,16.31,0.00,2.57,-0.56,2.57,-0.56,7.20,0.00,10.31,0.00,3.12,0.00,10.57,17.54,10.57,17.54,-10.10,-1.79,31.57,0.54,20.22,4.03,20.22,4.03
2024-01-08 13:00:00,9.61,0.00,10.02,-0.13,16.31,0.00,2.66,-0.54,2.66,-0.54,7.52,0.00,10.59,0.00,3.05,0.00,10.62,22.06,10.62,22.06,-10.29,-1.80,31.35,0.46,20.18,4.27,20.18,4.27
2024-01-08 13:30:00,9.65,0.00,10.09,-0.17,16.21,0.00,2.70,-0.54,2.70,-0.54,7.75,0.00,10.26,0.00,3.19,0.00,12.57,25.11,12.57,25.11,-11.29,-1.96,33.21,0.19,20.03,4.25,20.03,4.25
2024-01-08 14:00:00,9.65,0.00,9.93,-0.17,16.06,0.00,2.68,-0.53,2.68,-0.53,7.75,0.00,10.77,0.00,3.11,0.00,15.57,23.90,15.57,23.90,-10.68,-1.96,33.86,-0.17,19.93,4.29,19.93,4.29
2024-01-08 14:30:00,9.77,0.00,9.95,-0.14,16.17,0.00,2.64,-0.54,2.64,-0.54,7.65,0.00,10.85,0.00,3.11,0.00,17.69,23.14,17.69,23.14,-11.75,-1.72,33.56,-0.02,19.57,4.20,19.57,4.20
2024-01-08 15:00:00,9.69,0.00,9.76,-0.12,14.43,0.00,2.70,-0.55,2.70,-0.55,7.50,0.00,10.84,0.00,3.09,0.00,22.72,21.65,22.72,21.65,-12.53,-1.44,34.07,0.13,19.64,4.33,19.64,4.33
2024-01-08 15:30:00,9.68,0.00,9.61,-0.14,15.86,0.00,2.69,-0.54,2.69,-0.54,7.46,0.00,10.73,0.00,3.06,0.00,20.76,19.98,20.76,19.98,-11.09,-1.56,33.75,2.66,19.35,4.07,19.35,4.07
2024-01-08 16:00:00,9.70,0.00,9.51,-0.18,15.85,0.00,2.82,-0.54,2.82,-0.54,7.74,0.00,10.78,0.00,3.12,0.00,19.46,22.58,19.46,22.58,-11.49,-1.56,33.48,-0.69,19.37,4.07,19.37,4.07
2024-01-08 16:30:00,9.79,0.00,9.21,-0.29,16.27,0.00,3.08,-0.50,3.08,-0.50,8.18,0.00,10.04,0.00,3.32,0.00,15.17,21.16,15.17,21.16,-8.86,-1.63,33.86,0.31,19.38,4.04,19.38,4.04
2024-01-08 17:00:00,9.86,0.00,9.21,-0.41,16.52,0.00,3.41,-0.50,3.41,-0.50,8.68,0.00,10.09,0.00,3.46,0.00,8.85,21.96,8.85,21.96,-1.70,-2.50,34.92,-0.87,19.49,4.07,19.49,4.07
2024-01-08 17:30:00,9.65,0.00,8.79,-0.51,16.20,0.00,3.75,-0.54,3.75,-0.54,9.20,0.00,10.07,0.00,3.59,0.00,11.19,18.92,11.19,18.92,-1.55,-2.50,35.90,-1.28,19.45,4.17,19.45,4.17
2024-01-08 18:00:00,9.48,0.00,8.32,-0.57,15.79,0.00,3.84,-0.52,3.84,-0.52,9.45,0.00,9.70,0.00,3.72,0.00,16.00,17.19,16.00,17.19,-3.08,-2.19,35.91,-0.65,19.23,4.11,19.23,4.11
2024-01-08 18:30:00,9.09,0.00,7.87,-0.64,15.47,0.00,3.81,-0.44,3.81,-0.44,9.33,0.00,9.76,0.00,3.75,0.00,18.89,16.84,18.89,16.84,-3.44,-2.25,35.34,-2.05,19.39,4.23,19.39,4.23
2024-01-08 19:00:00,8.91,0.00,7.61,-0.67,15.20,0.00,3.72,-0.50,3.72,-0.50,9.07,0.00,9.64,0.00,3.78,0.00,24.88,15.28,24.88,15.28,-12.91,-1.79,34.65,-1.93,19.31,4.17,19.31,4.17
2024-01-08 19:30:00,8.59,0.00,7.29,-0.68,14.73,0.00,3.56,-0.54,3.56,-0.54,8.56,0.00,9.42,0.00,3.68,0.00,24.90,14.08,24.90,14.08,-12.61,0.37,33.93,0.00,19.42,4.27,19.42,4.27
2024-01-08 20:00:00,8.46,0.00,6.93,-0.71,14.12,0.00,3.34,-0.54,3.34,-0.54,8.19,0.00,8.98,0.00,3.51,0.00,24.18,11.32,24.18,11.32,-13.91,1.36,32.66,-2.38,19.24,4.00,19.24,4.00
2024-01-08 20:30:00,7.99,0.00,6.66,-0.78,13.11,0.00,3.17,-0.58,3.17,-0.58,7.80,0.00,8.66,0.00,3.38,0.00,16.98,11.89,16.98,11.89,-8.03,-0.20,30.93,1.90,19.23,4.05,19.23,4.05
2024-01-08 21:00:00,7.77,0.00,6.34,-0.79,12.24,0.00,2.99,-0.58,2.99,-0.58,7.46,0.00,8.36,0.00,3.22,0.00,10.46,12.50,10.46,12.50,-3.89,-1.14,29.21,-4.80,19.33,4.16,19.33,4.16
2024-01-08 21:30:00,7.28,0.00,6.05,-0.82,11.76,0.00,2.78,-0.58,2.78,-0.58,6.93,0.00,8.08,0.00,3.10,0.00,6.53,12.24,6.53,12.24,-0.64,-1.02,27.39,1.57,19.33,4.18,19.33,4.18
2024-01-08 22:00:00,6.90,0.00,5.75,-0.84,10.81,0.00,2.51,-0.60,2.51,-0.60,6.55,0.00,7.68,0.00,2.98,0.00,-3.69,13.84,-3.69,13.84,4.69,-1.36,26.06,-5.08,19.47,4.28,19.47,4.28
2024-01-08 22:30:00,6.56,0.00,5.39,-0.88,9.95,0.00,2.23,-0.58,2.23,-0.58,5.97,0.00,7.34,0.00,2.82,0.00,-5.58,13.09,-5.58,13.09,5.69,-0.01,24.26,-3.88,19.46,4.21,19.46,4.21
2024-01-08 23:00:00,6.42,0.00,5.11,-0.84,9.38,0.00,2.00,-0.58,2.00,-0.58,5.46,0.00,6.82,0.00,2.64,0.00,-7.03,13.36,-7.03,13.36,7.53,-1.33,22.27,0.00,19.27,4.22,19.27,4.22
2024-01-08 23:30:00,6.11,0.00,4.83,-0.80,8.67,0.00,1.79,-0.60,1.79,-0.60,4.95,0.00,6.41,0.00,2.52,0.00,-4.90,11.92,-4.90,11.92,7.81,-1.17,20.75,-5.44,19.39,4.25,19.39,4.25
2024-01-09 00:00:00,5.97,0.00,4.63,-0.75,8.18,0.00,1.70,-0.60,1.70,-0.60,4.70,0.00,6.01,0.00,2.46,0.00,-3.24,11.01,-3.24,11.01,9.45,-0.69,19.24,1.12,19.20,4.20,19.20,4.20
2024-01-09 00:30:00,5.76,0.00,4.63,-0.75,7.94,0.00,1.63,-0.60,1.63,-0.60,4.59,0.00,6.01,0.00,2.45,0.00,-5.42,11.88,-5.42,11.88,7.33,-0.21,18.44,0.00,19.30,4.24,19.30,4.24
2024-01-09 01:00:00,5.65,0.00,4.63,-0.77,7.80,0.00,1.61,-0.58,1.61,-0.58,4.82,0.00,5.79,0.00,2.53,0.00,-5.89,11.67,-5.89,11.67,8.31,0.68,9.78,0.00,19.25,4.20,19.25,4.20
2024-01-09 01:30:00,5.51,0.00,4.55,-0.77,7.58,0.00,1.55,-0.58,1.55,-0.58,4.68,0.00,5.79,0.00,2.51,0.00,-11.97,13.67,-11.97,13.67,10.61,-1.34,17.91,0.00,19.25,4.23,19.25,4.23
2024-01-09 02:00:00,5.59,0.00,4.45,-0.77,7.45,0.00,1.49,-0.58,1.49,-0.58,4.55,0.00,5.60,0.00,2.50,0.00,-12.61,13.77,-12.61,13.77,11.69,-1.34,9.49,0.00,19.18,4.18,19.18,4.18
2024-01-09 02:30:00,5.53,0.00,4.37,-0.77,7.38,0.00,1.46,-0.58,1.46,-0.58,4.38,0.00,5.19,0.00,2.47,0.00,-11.27,13.60,-11.27,13.60,11.37,-1.34,17.25,0.00,19.31,4.27,19.31,4.27
2024-01-09 03:00:00,5.55,0.00,4.30,-0.76,7.30,0.00,1.44,-0.60,1.44,-0.60,4.35,0.00,5.05,0.00,2.42,0.00,-13.91,14.90,-13.91,14.90,11.70,-1.34,6.26,0.00,19.58,4.41,19.58,4.41
2024-01-09 03:30:00,5.53,0.00,4.23,-0.76,7.18,0.00,1.34,-0.58,1.34,-0.58,4.21,0.00,4.93,0.00,2.30,0.00,-10.07,14.62,-10.07,14.62,11.85,-1.34,16.56,0.00,20.35,4.87,20.35,4.87
2024-01-09 04:00:00,5.50,0.00,4.17,-0.78,7.18,0.00,1.31,-0.58,1.31,-0.58,4.20,0.00,4.85,0.00,2.24,0.00,-12.05,16.42,-12.05,16.42,12.97,-1.34,16.15,0.00,21.08,5.36,21.08,5.36
2024-01-09 04:30:00,5.45,0.00,4.13,-0.78,7.12,0.00,1.29,-0.58,1.29,-0.58,4.10,0.00,4.95,0.00,2.16,0.00,-14.24,17.52,-14.24,17.52,10.71,0.68,8.63,0.00,21.34,5.48,21.34,5.48
2024-01-09 05:00:00,5.61,0.00,4.23,-0.75,7.12,0.00,1.31,-0.58,1.31,-0.58,4.07,0.00,4.98,0.00,2.12,0.00,-14.34,18.18,-14.34,18.18,11.13,0.68,7.22,0.00,21.48,5.60,21.48,5.60
2024-01-09 05:30:00,5.76,0.00,4.39,-0.75,7.19,0.00,1.31,-0.58,1.31,-0.58,4.06,0.00,5.14,0.00,2.12,0.00,-17.17,18.56,-17.17,18.56,11.13,-1.49,16.07,0.00,20.99,5.30,20.99,5.30
2024-01-09 06:00:00,6.10,0.00,4.62,-0.75,7.78,0.00,1.36,-0.58,1.36,-0.58,4.20,0.00,5.66,0.00,2.22,0.00,-17.27,19.03,-17.27,19.03,10.77,-1.35,16.42,-5.35,20.97,5.20,20.97,5.20
