scenario,substation,technology,capacity_mw,curtailment_pct,curtailed_mwh,total_mwh,curtailed_hours,binding_branch,exceeds_2000h,exceeds_1000h
Worst case (full queue + tighter TANM),ALCO,Wind,20,0.0,0,50570,0,None,False,False
Worst case (full queue + tighter TANM),ALCO,BESS,20,0.0,1,80812,3,GOWE1_113->GOWE3_#1T0,False,False
Worst case (full queue + tighter TANM),Ammanford,PV,20,0.0,0,22257,0,None,False,False
Worst case (full queue + tighter TANM),Ammanford,Wind,20,0.0,0,50570,0,None,False,False
Worst case (full queue + tighter TANM),Ammanford,BESS,20,0.0,0,80812,0,None,False,False
Worst case (full queue + tighter TANM),BISH,PV,20,31.7,7055,22257,1276,SWAW3_#10L5->52L6001P11,False,True
Worst case (full queue + tighter TANM),BISH,Wind,20,21.8,11025,50570,2642,SWAW3_#10L5->52L6001P11,True,True
Worst case (full queue + tighter TANM),BISH,BESS,20,35.47,28666,80812,2682,SWAW3_#10L5->52L6001P11,True,True
Worst case (full queue + tighter TANM),BLAP,PV,20,16.74,3726,22257,670,LLAN3_1L5->BLAP3_3L5,False,False
Worst case (full queue + tighter TANM),BLAP,Wind,20,1.64,830,50570,304,LLAN3_1L5->BLAP3_3L5,False,False
Worst case (full queue + tighter TANM),BLAP,BESS,20,8.61,6962,80812,2226,CARG3_2L3->58L5303P19,True,True
Worst case (full queue + tighter TANM),BRID,PV,20,18.77,4178,22257,789,BRID3_2L9->BRID3_2L5,False,False
Worst case (full queue + tighter TANM),BRID,Wind,20,3.64,1840,50570,748,LWND3T->58L5303P19,False,False
Worst case (full queue + tighter TANM),BRID,BESS,20,16.27,13146,80812,2540,LWND3T->58L5303P19,True,True
Worst case (full queue + tighter TANM),BWST,PV,20,6.47,1440,22257,570,ABYS1_213->ABYS3_2T0,False,False
Worst case (full queue + tighter TANM),BWST,Wind,20,18.4,9303,50570,1328,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),BWST,BESS,20,18.89,15262,80812,1708,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),Briton Ferry,PV,20,0.0,0,22257,0,None,False,False
Worst case (full queue + tighter TANM),Briton Ferry,Wind,20,0.0,0,50570,0,None,False,False
Worst case (full queue + tighter TANM),Briton Ferry,BESS,20,0.0,0,80812,0,None,False,False
Worst case (full queue + tighter TANM),CARG,PV,20,20.34,4526,22257,900,LWND3T->58L5303P19,False,False
Worst case (full queue + tighter TANM),CARG,Wind,20,7.91,3998,50570,1386,LWND3T->58L5303P19,False,True
Worst case (full queue + tighter TANM),CARG,BESS,20,24.92,20139,80812,2534,LWND3T->58L5303P19,True,True
Worst case (full queue + tighter TANM),CLAS,PV,20,32.85,7310,22257,2180,CLAS3_#2L5->SWAN3_10L5,True,True
Worst case (full queue + tighter TANM),CLAS,Wind,20,52.7,26653,50570,3766,CLAS3_#2L5->SWAN3_10L5,True,True
Worst case (full queue + tighter TANM),CLAS,BESS,20,55.21,44619,80812,4722,CLAS3_#2L5->SWAN3_10L5,True,True
Worst case (full queue + tighter TANM),COMS,PV,20,0.0,0,22257,0,None,False,False
Worst case (full queue + tighter TANM),COMS,Wind,20,0.0,0,50570,0,None,False,False
Worst case (full queue + tighter TANM),COMS,BESS,20,0.0,0,80812,0,None,False,False
Worst case (full queue + tighter TANM),CRHA,PV,20,2.7,602,22257,290,CRHA3_#2L5->AMMA3_9L5,False,False
Worst case (full queue + tighter TANM),CRHA,Wind,20,1.23,620,50570,380,CRHA3_#2L5->AMMA3_9L5,False,False
Worst case (full queue + tighter TANM),CRHA,BESS,20,11.58,9355,80812,2458,CRHA3_#2L5->AMMA3_9L5,True,True
Worst case (full queue + tighter TANM),CWFR,PV,20,13.08,2911,22257,1384,WGWB3_1L3->58L1323P59M,False,True
Worst case (full queue + tighter TANM),CWFR,Wind,20,32.15,16256,50570,2653,WGWB3_1L3->58L1323P59M,True,True
Worst case (full queue + tighter TANM),CWFR,BESS,20,40.51,32739,80812,4240,WGWB3_1L3->58L1323P59M,True,True
Worst case (full queue + tighter TANM),Carmarthen,PV,20,2.46,548,22257,412,WGWB3_1L3->58L1323P59M,False,False
Worst case (full queue + tighter TANM),Carmarthen,Wind,20,21.38,10814,50570,1562,WGWB3_1L3->58L1323P59M,False,True
Worst case (full queue + tighter TANM),Carmarthen,BESS,20,24.26,19605,80812,2151,WGWB3_1L3->58L1323P59M,True,True
Worst case (full queue + tighter TANM),FOSL,PV,20,26.6,5919,22257,1010,FOSL3T->NEWL3_3L5,False,True
Worst case (full queue + tighter TANM),FOSL,Wind,20,7.41,3746,50570,1342,FOSL3T->NEWL3_3L5,False,True
Worst case (full queue + tighter TANM),FOSL,BESS,20,23.61,19080,80812,2686,FOSL3T->NEWL3_3L5,True,True
Worst case (full queue + tighter TANM),FRBN,PV,20,6.43,1431,22257,566,ABYS1_213->ABYS3_2T0,False,False
Worst case (full queue + tighter TANM),FRBN,Wind,20,18.71,9463,50570,1355,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),FRBN,BESS,20,18.83,15215,80812,1710,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),GARN,PV,20,23.81,5299,22257,1206,CLAS3_#2L5->SWAN3_10L5,False,True
Worst case (full queue + tighter TANM),GARN,Wind,20,35.44,17923,50570,2276,CLAS3_#2L5->SWAN3_10L5,True,True
Worst case (full queue + tighter TANM),GARN,BESS,20,27.76,22435,80812,2342,CLAS3_#2L5->SWAN3_10L5,True,True
Worst case (full queue + tighter TANM),GWAU,PV,20,64.39,14331,22257,3556,GWAU3_#1H0->GWAU5_1T0,True,True
Worst case (full queue + tighter TANM),GWAU,Wind,20,64.79,32765,50570,5123,GWAU3_#1H0->GWAU5_1T0,True,True
Worst case (full queue + tighter TANM),GWAU,BESS,20,68.35,55236,80812,6168,GWAU3_#1H0->GWAU5_1T0,True,True
Worst case (full queue + tighter TANM),Gowerton East,PV,20,0.0,0,22257,0,None,False,False
Worst case (full queue + tighter TANM),Gowerton East,Wind,20,0.0,0,50570,0,None,False,False
Worst case (full queue + tighter TANM),Gowerton East,BESS,20,0.0,1,80812,3,GOWE1_113->GOWE3_#1T0,False,False
Worst case (full queue + tighter TANM),HEND,PV,20,0.0,0,22257,0,None,False,False
Worst case (full queue + tighter TANM),HEND,Wind,20,0.02,8,50570,6,HEND3_1H3->HEND5_1T0,False,False
Worst case (full queue + tighter TANM),HEND,BESS,20,0.53,426,80812,224,HEND3_1H3->HEND5_1T0,False,False
Worst case (full queue + tighter TANM),HOPK,PV,20,0.0,0,22257,0,None,False,False
Worst case (full queue + tighter TANM),HOPK,Wind,20,0.0,0,50570,0,None,False,False
Worst case (full queue + tighter TANM),HOPK,BESS,20,0.0,0,80812,0,None,False,False
Worst case (full queue + tighter TANM),Hirwaun,PV,20,0.0,0,22257,0,None,False,False
Worst case (full queue + tighter TANM),Hirwaun,Wind,20,0.0,0,50570,0,None,False,False
Worst case (full queue + tighter TANM),Hirwaun,BESS,20,0.0,0,80812,0,None,False,False
Worst case (full queue + tighter TANM),INCS,PV,20,60.8,13533,22257,1202,52L6067P19->TYNY3T,False,True
Worst case (full queue + tighter TANM),INCS,Wind,20,19.63,9926,50570,2490,INCS3_1H3->INCS5_1T0,True,True
Worst case (full queue + tighter TANM),INCS,BESS,20,32.43,26208,80812,3458,TSNC3->INCS3_MAIN1,True,True
Worst case (full queue + tighter TANM),JERM,PV,20,0.0,0,22257,0,None,False,False
Worst case (full queue + tighter TANM),JERM,Wind,20,0.0,0,50570,0,None,False,False
Worst case (full queue + tighter TANM),JERM,BESS,20,0.0,0,80812,0,None,False,False
Worst case (full queue + tighter TANM),KIDW,PV,20,21.68,4824,22257,858,FOSL3T->NEWL3_3L5,False,False
Worst case (full queue + tighter TANM),KIDW,Wind,20,3.22,1626,50570,708,FOSL3T->NEWL3_3L5,False,False
Worst case (full queue + tighter TANM),KIDW,BESS,20,16.31,13183,80812,2570,W38_3S->NEWL3_1L3,True,True
Worst case (full queue + tighter TANM),LBRI,PV,20,37.08,8252,22257,1801,YSTF3_#3L5->YSTF3_#4L5,False,True
Worst case (full queue + tighter TANM),LBRI,Wind,20,47.76,24151,50570,4088,YSTF3_#3L5->YSTF3_#4L5,True,True
Worst case (full queue + tighter TANM),LBRI,BESS,20,51.18,41363,80812,5271,YSTF3_#3L5->YSTF3_#4L5,True,True
Worst case (full queue + tighter TANM),LDEI,PV,20,10.79,2401,22257,618,LDEI3_4L5->NANG3_#2L5,False,False
Worst case (full queue + tighter TANM),LDEI,Wind,20,6.83,3455,50570,1055,LDEI3_2L5->AMMA3_5L5,False,True
Worst case (full queue + tighter TANM),LDEI,BESS,20,19.66,15892,80812,2460,LDEI3_2L5->AMMA3_5L5,True,True
Worst case (full queue + tighter TANM),LDOV,PV,20,4.83,1074,22257,384,PONA3_1L3->LDOV3_2L5,False,False
Worst case (full queue + tighter TANM),LDOV,Wind,20,6.54,3307,50570,966,LDOV3_1L5->LGAD3_1L3,False,False
Worst case (full queue + tighter TANM),LDOV,BESS,20,17.87,14442,80812,2515,PONA3_1L3->LDOV3_2L5,True,True
Worst case (full queue + tighter TANM),LFYR,PV,20,10.79,2401,22257,962,CARM3_5L5->STCL3_MAIN2,False,False
Worst case (full queue + tighter TANM),LFYR,Wind,20,30.4,15371,50570,2411,WGWB3_1L3->58L1323P59M,True,True
Worst case (full queue + tighter TANM),LFYR,BESS,20,33.26,26881,80812,3218,WGWB3_1L3->58L1323P59M,True,True
Worst case (full queue + tighter TANM),LGAD,PV,20,6.81,1516,22257,436,LDEI3_4L5->NANG3_#2L5,False,False
Worst case (full queue + tighter TANM),LGAD,Wind,20,7.94,4016,50570,1131,LGAD3_2L3->MANO3T,False,True
Worst case (full queue + tighter TANM),LGAD,BESS,20,17.69,14297,80812,2512,LGAD3_2L3->MANO3T,True,True
Worst case (full queue + tighter TANM),LILA,PV,20,6.46,1437,22257,569,ABYS1_213->ABYS3_2T0,False,False
Worst case (full queue + tighter TANM),LILA,Wind,20,18.26,9235,50570,1316,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),LILA,BESS,20,18.86,15239,80812,1702,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),LLAY,PV,20,0.57,126,22257,22,LAMP3_2L5->LWNI3_2L3,False,False
Worst case (full queue + tighter TANM),LLAY,Wind,20,1.55,781,50570,114,LAMP3_2L5->LWNI3_2L3,False,False
Worst case (full queue + tighter TANM),LLAY,BESS,20,0.78,633,80812,232,LLAN3_4L5->LLAY3_2L3,False,False
Worst case (full queue + tighter TANM),LLCY,PV,20,0.02,3,22257,1,TIRJ3_#5L5->LLCY3_MAIN1,False,False
Worst case (full queue + tighter TANM),LLCY,Wind,20,0.05,25,50570,8,TIRJ3_#5L5->LLCY3_MAIN1,False,False
Worst case (full queue + tighter TANM),LLCY,BESS,20,0.51,415,80812,44,TIRJ3_#5L5->LLCY3_MAIN1,False,False
Worst case (full queue + tighter TANM),LLNT,PV,20,11.37,2530,22257,506,LLNT3_#1L0->TROS3_#1L5,False,False
Worst case (full queue + tighter TANM),LLNT,Wind,20,0.54,275,50570,107,LLNT3_#1L0->TROS3_#1L5,False,False
Worst case (full queue + tighter TANM),LLNT,BESS,20,2.54,2053,80812,525,LLNT3_#1L0->TROS3_#1L5,False,False
Worst case (full queue + tighter TANM),LRHI,PV,20,39.56,8805,22257,1548,SWAT3T->TWAU3,False,True
Worst case (full queue + tighter TANM),LRHI,Wind,20,31.59,15976,50570,3468,SWAT3T->TWAU3,True,True
Worst case (full queue + tighter TANM),LRHI,BESS,20,42.27,34162,80812,4183,SWAT3T->TWAU3,True,True
Worst case (full queue + tighter TANM),LWNI,PV,20,0.95,212,22257,146,RHOS3_2L5->LWNI3_1L3,False,False
Worst case (full queue + tighter TANM),LWNI,Wind,20,9.68,4894,50570,1278,RHOS3_2L5->LWNI3_1L3,False,True
Worst case (full queue + tighter TANM),LWNI,BESS,20,16.64,13451,80812,2432,RHOS3_2L5->LWNI3_1L3,True,True
Worst case (full queue + tighter TANM),Lampeter,PV,20,0.76,169,22257,34,LAMP3_2L5->LWNI3_2L3,False,False
Worst case (full queue + tighter TANM),Lampeter,Wind,20,1.61,814,50570,89,LAMP3_2L5->LWNI3_2L3,False,False
Worst case (full queue + tighter TANM),Lampeter,BESS,20,0.8,647,80812,100,LAMP3_2L5->LWNI3_2L3,False,False
Worst case (full queue + tighter TANM),Llanarth,PV,20,0.0,0,22257,0,None,False,False
Worst case (full queue + tighter TANM),Llanarth,Wind,20,0.0,0,50570,0,None,False,False
Worst case (full queue + tighter TANM),Llanarth,BESS,20,0.0,0,80812,0,None,False,False
Worst case (full queue + tighter TANM),MACH,PV,20,6.4,1425,22257,564,ABYS1_213->ABYS3_2T0,False,False
Worst case (full queue + tighter TANM),MACH,Wind,20,18.5,9353,50570,1334,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),MACH,BESS,20,18.66,15081,80812,1690,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),MAER,PV,20,4.86,1082,22257,391,55L7040P11->TOWE3T,False,False
Worst case (full queue + tighter TANM),MAER,Wind,20,28.55,14438,50570,1856,55L7040P11->TOWE3T,False,True
Worst case (full queue + tighter TANM),MAER,BESS,20,20.23,16352,80812,2751,55L7040P11->TOWE3T,True,True
Worst case (full queue + tighter TANM),MAES,PV,20,0.0,0,22257,0,None,False,False
Worst case (full queue + tighter TANM),MAES,Wind,20,0.0,0,50570,0,None,False,False
Worst case (full queue + tighter TANM),MAES,BESS,20,0.0,0,80812,0,None,False,False
Worst case (full queue + tighter TANM),MYND,PV,20,6.36,1417,22257,562,ABYS1_213->ABYS3_2T0,False,False
Worst case (full queue + tighter TANM),MYND,Wind,20,18.25,9227,50570,1310,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),MYND,BESS,20,18.47,14930,80812,1667,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),NANG,PV,20,31.77,7072,22257,1320,NANG3_#1L5->WGWB3_2L3,False,True
Worst case (full queue + tighter TANM),NANG,Wind,20,20.81,10523,50570,2657,NANG3_#1L5->WGWB3_2L3,True,True
Worst case (full queue + tighter TANM),NANG,BESS,20,36.11,29179,80812,2741,NANG3_#1L5->WGWB3_2L3,True,True
Worst case (full queue + tighter TANM),NEVE,PV,20,18.77,4178,22257,789,BRID3_2L9->BRID3_2L5,False,False
Worst case (full queue + tighter TANM),NEVE,Wind,20,3.64,1840,50570,748,LWND3T->58L5303P19,False,False
Worst case (full queue + tighter TANM),NEVE,BESS,20,16.27,13146,80812,2540,LWND3T->58L5303P19,True,True
Worst case (full queue + tighter TANM),NEWL,PV,20,30.03,6683,22257,1129,W38_3S->NEWL3_1L3,False,True
Worst case (full queue + tighter TANM),NEWL,Wind,20,11.48,5805,50570,1802,W38_3S->NEWL3_1L3,False,True
Worst case (full queue + tighter TANM),NEWL,BESS,20,28.32,22885,80812,2762,W38_3S->NEWL3_1L3,True,True
Worst case (full queue + tighter TANM),PCYL,PV,20,6.44,1434,22257,566,ABYS1_213->ABYS3_2T0,False,False
Worst case (full queue + tighter TANM),PCYL,Wind,20,18.73,9470,50570,1357,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),PCYL,BESS,20,18.87,15249,80812,1714,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),PEND,PV,20,18.61,4143,22257,1276,SPRI3->58L5296P162,False,True
Worst case (full queue + tighter TANM),PEND,Wind,20,32.05,16206,50570,2635,WGWB3_1L3->58L1323P59M,True,True
Worst case (full queue + tighter TANM),PEND,BESS,20,38.64,31227,80812,3248,SPRI3->58L5296P162,True,True
Worst case (full queue + tighter TANM),PGTN,PV,20,4.16,926,22257,360,TRAB3M->TRAV3_3L9,False,False
Worst case (full queue + tighter TANM),PGTN,Wind,20,4.5,2277,50570,958,TRAB3M->TRAV3_3L9,False,False
Worst case (full queue + tighter TANM),PGTN,BESS,20,22.05,17821,80812,2530,TRAB3M->TRAV3_3L9,True,True
Worst case (full queue + tighter TANM),PNTA,PV,20,12.78,2844,22257,730,CYNH3->PONY3_#2L5,False,False
Worst case (full queue + tighter TANM),PNTA,Wind,20,7.36,3720,50570,1269,CYNH3->PONY3_#2L5,False,True
Worst case (full queue + tighter TANM),PNTA,BESS,20,24.35,19681,80812,2460,CYNH3->PONY3_#2L5,True,True
Worst case (full queue + tighter TANM),PONA,PV,20,11.96,2662,22257,724,PONA3_2L3->LAMP3_1L5,False,False
Worst case (full queue + tighter TANM),PONA,Wind,20,4.77,2411,50570,974,PONA3_2L3->LAMP3_1L5,False,False
Worst case (full queue + tighter TANM),PONA,BESS,20,24.87,20097,80812,2522,PONA3_2L3->LAMP3_1L5,True,True
Worst case (full queue + tighter TANM),POND,PV,20,3.56,791,22257,307,POND3_#1L5->TRAV3_#3L5,False,False
Worst case (full queue + tighter TANM),POND,Wind,20,1.99,1008,50570,539,POND3_#1L5->TRAV3_#3L5,False,False
Worst case (full queue + tighter TANM),POND,BESS,20,14.45,11678,80812,2460,POND3_#1L5->TRAV3_#3L5,True,True
Worst case (full queue + tighter TANM),PONY,PV,20,12.82,2852,22257,644,FOSL3T->NEWL3_3L5,False,False
Worst case (full queue + tighter TANM),PONY,Wind,20,3.83,1935,50570,926,PONY3_#1L5->52L7800P1,False,False
Worst case (full queue + tighter TANM),PONY,BESS,20,20.2,16328,80812,2464,PONY3_#1L5->52L7800P1,True,True
Worst case (full queue + tighter TANM),RAVE,PV,20,3.23,719,22257,72,UU19E->SWAW1_MAIN1,False,False
Worst case (full queue + tighter TANM),RAVE,Wind,20,0.26,132,50570,42,UU19E->SWAW1_MAIN1,False,False
Worst case (full queue + tighter TANM),RAVE,BESS,20,1.89,1531,80812,553,SWAW3_#6L5->RAVE3T,False,False
Worst case (full queue + tighter TANM),REDC,PV,20,2.46,548,22257,412,WGWB3_1L3->58L1323P59M,False,False
Worst case (full queue + tighter TANM),REDC,Wind,20,21.38,10814,50570,1562,WGWB3_1L3->58L1323P59M,False,True
Worst case (full queue + tighter TANM),REDC,BESS,20,24.26,19605,80812,2151,WGWB3_1L3->58L1323P59M,True,True
Worst case (full queue + tighter TANM),RGOS,PV,20,0.0,0,22257,0,None,False,False
Worst case (full queue + tighter TANM),RGOS,Wind,20,0.0,0,50570,0,None,False,False
Worst case (full queue + tighter TANM),RGOS,BESS,20,0.0,0,80812,0,None,False,False
Worst case (full queue + tighter TANM),RHYD,PV,20,6.89,1534,22257,604,ABYS1_213->ABYS3_2T0,False,False
Worst case (full queue + tighter TANM),RHYD,Wind,20,18.13,9168,50570,1342,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),RHYD,BESS,20,20.24,16354,80812,1890,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),Rhos,PV,20,1.13,251,22257,59,LLAN3_1L5->BLAP3_3L5,False,False
Worst case (full queue + tighter TANM),Rhos,Wind,20,0.0,1,50570,1,LLAN3_1L5->BLAP3_3L5,False,False
Worst case (full queue + tighter TANM),Rhos,BESS,20,0.06,49,80812,13,LLAN3_1L5->BLAP3_3L5,False,False
Worst case (full queue + tighter TANM),SOFI,PV,20,0.0,0,22257,0,None,False,False
Worst case (full queue + tighter TANM),SOFI,Wind,20,0.0,0,50570,0,None,False,False
Worst case (full queue + tighter TANM),SOFI,BESS,20,0.0,0,80812,0,None,False,False
Worst case (full queue + tighter TANM),STCL,PV,20,32.03,7128,22257,1782,CARM3_4L5->STCL3_MAIN1,False,True
Worst case (full queue + tighter TANM),STCL,Wind,20,42.85,21669,50570,3666,CARM3_4L5->STCL3_MAIN1,True,True
Worst case (full queue + tighter TANM),STCL,BESS,20,48.13,38898,80812,3439,WGWB3_1L3->58L1323P59M,True,True
Worst case (full queue + tighter TANM),SWAU,PV,20,18.49,4116,22257,1000,TSKT3_MAIN1->SWAU3_MAIN1,False,False
Worst case (full queue + tighter TANM),SWAU,Wind,20,19.35,9786,50570,2400,TSKT3_MAIN1->SWAU3_MAIN1,True,True
Worst case (full queue + tighter TANM),SWAU,BESS,20,34.61,27966,80812,2460,TSKT3_MAIN1->SWAU3_MAIN1,True,True
Worst case (full queue + tighter TANM),Swansea North,PV,20,2.63,586,22257,88,SWAN1_#310->SWAN3_#3T0,False,False
Worst case (full queue + tighter TANM),Swansea North,Wind,20,0.04,20,50570,8,SWAN1_#310->SWAN3_#3T0,False,False
Worst case (full queue + tighter TANM),Swansea North,BESS,20,0.18,147,80812,28,SWAN1_#310->SWAN3_#3T0,False,False
Worst case (full queue + tighter TANM),Swansea West,PV,20,3.23,719,22257,72,UU19E->SWAW1_MAIN1,False,False
Worst case (full queue + tighter TANM),Swansea West,Wind,20,0.26,132,50570,42,UU19E->SWAW1_MAIN1,False,False
Worst case (full queue + tighter TANM),Swansea West,BESS,20,1.61,1305,80812,110,UU19E->SWAW1_MAIN1,False,False
Worst case (full queue + tighter TANM),TIMT,PV,20,0.0,0,22257,0,None,False,False
Worst case (full queue + tighter TANM),TIMT,Wind,20,0.0,0,50570,0,None,False,False
Worst case (full queue + tighter TANM),TIMT,BESS,20,0.0,1,80812,3,GOWE1_113->GOWE3_#1T0,False,False
Worst case (full queue + tighter TANM),TREG,PV,20,0.97,217,22257,97,LDBF3_1L9->TREG3_2L3,False,False
Worst case (full queue + tighter TANM),TREG,Wind,20,1.62,822,50570,122,LAMP3_2L5->LWNI3_2L3,False,False
Worst case (full queue + tighter TANM),TREG,BESS,20,5.62,4544,80812,2417,LDBF3_1L9->TREG3_2L3,True,True
Worst case (full queue + tighter TANM),TREV,PV,20,2.47,550,22257,415,WGWB3_1L3->58L1323P59M,False,False
Worst case (full queue + tighter TANM),TREV,Wind,20,21.43,10836,50570,1564,WGWB3_1L3->58L1323P59M,False,True
Worst case (full queue + tighter TANM),TREV,BESS,20,24.32,19652,80812,2152,WGWB3_1L3->58L1323P59M,True,True
Worst case (full queue + tighter TANM),TSKT,PV,20,3.23,719,22257,72,UU19E->SWAW1_MAIN1,False,False
Worst case (full queue + tighter TANM),TSKT,Wind,20,0.26,132,50570,42,UU19E->SWAW1_MAIN1,False,False
Worst case (full queue + tighter TANM),TSKT,BESS,20,1.61,1305,80812,110,UU19E->SWAW1_MAIN1,False,False
Worst case (full queue + tighter TANM),TUMB,PV,20,2.7,601,22257,293,CRHA3_#1L5->TUMB3_3L5,False,False
Worst case (full queue + tighter TANM),TUMB,Wind,20,0.83,422,50570,340,CRHA3_#1L5->TUMB3_3L5,False,False
Worst case (full queue + tighter TANM),TUMB,BESS,20,12.51,10108,80812,2459,CRHA3_#1L5->TUMB3_3L5,True,True
Worst case (full queue + tighter TANM),TWYN,PV,20,6.42,1430,22257,565,ABYS1_213->ABYS3_2T0,False,False
Worst case (full queue + tighter TANM),TWYN,Wind,20,18.69,9450,50570,1350,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),TWYN,BESS,20,18.79,15187,80812,1706,ABYS1_213->ABYS3_2T0,False,True
