substation,zone,position_threshold,n_projects,queue_mw,PV_curtailment_pct,Wind_curtailment_pct,BESS_curtailment_pct
ASHG,aberthaw-and-cardiff-east,0,0,0,9.56,11.9,27.51
ASHG,aberthaw-and-cardiff-east,99,1,20,9.56,11.9,27.51
ASHG,aberthaw-and-cardiff-east,135,3,85,9.56,11.9,27.51
ASHG,aberthaw-and-cardiff-east,301,5,177,9.56,11.9,27.51
ASHG,aberthaw-and-cardiff-east,1707,7,237,9.56,11.9,27.51
ASHG,aberthaw-and-cardiff-east,1709,9,331,9.56,11.9,27.51
BARY,aberthaw-and-cardiff-east,0,0,0,0.08,0.37,2.95
BARY,aberthaw-and-cardiff-east,99,1,20,0.08,0.37,2.95
BARY,aberthaw-and-cardiff-east,135,3,85,0.08,0.37,2.95
BARY,aberthaw-and-cardiff-east,301,5,177,0.08,0.37,2.95
BARY,aberthaw-and-cardiff-east,1707,7,237,0.08,0.37,2.95
BARY,aberthaw-and-cardiff-east,1709,9,331,0.08,0.37,2.95
BOVE,aberthaw-and-cardiff-east,0,0,0,27.32,23.53,36.82
BOVE,aberthaw-and-cardiff-east,99,1,20,28.23,23.73,37.04
BOVE,aberthaw-and-cardiff-east,135,3,85,28.23,23.73,37.04
BOVE,aberthaw-and-cardiff-east,301,5,177,28.23,23.73,37.04
BOVE,aberthaw-and-cardiff-east,1707,7,237,28.23,23.73,37.04
BOVE,aberthaw-and-cardiff-east,1709,9,331,28.23,23.73,37.04
BRHI,aberthaw-and-cardiff-east,0,0,0,0.0,0.0,0.0
BRHI,aberthaw-and-cardiff-east,99,1,20,0.0,0.0,0.0
BRHI,aberthaw-and-cardiff-east,135,3,85,0.0,0.0,0.0
BRHI,aberthaw-and-cardiff-east,301,5,177,0.0,0.0,0.0
BRHI,aberthaw-and-cardiff-east,1707,7,237,0.0,0.0,0.0
BRHI,aberthaw-and-cardiff-east,1709,9,331,0.0,0.0,0.0
BROA,aberthaw-and-cardiff-east,0,0,0,0.01,0.09,2.12
BROA,aberthaw-and-cardiff-east,99,1,20,0.01,0.09,2.12
BROA,aberthaw-and-cardiff-east,135,3,85,0.01,0.09,2.12
BROA,aberthaw-and-cardiff-east,301,5,177,0.01,0.09,2.12
BROA,aberthaw-and-cardiff-east,1707,7,237,0.01,0.09,2.12
BROA,aberthaw-and-cardiff-east,1709,9,331,0.01,0.09,2.12
COWB,aberthaw-and-cardiff-east,0,0,0,10.4,2.22,5.88
COWB,aberthaw-and-cardiff-east,99,1,20,16.07,2.68,6.94
COWB,aberthaw-and-cardiff-east,135,3,85,16.07,2.68,6.94
COWB,aberthaw-and-cardiff-east,301,5,177,16.07,2.68,6.94
COWB,aberthaw-and-cardiff-east,1707,7,237,16.07,2.68,6.94
COWB,aberthaw-and-cardiff-east,1709,9,331,16.07,2.68,6.94
CYNC,aberthaw-and-cardiff-east,0,0,0,0.0,0.0,0.0
CYNC,aberthaw-and-cardiff-east,99,1,20,0.0,0.0,0.0
CYNC,aberthaw-and-cardiff-east,135,3,85,0.0,0.0,0.0
CYNC,aberthaw-and-cardiff-east,301,5,177,0.0,0.0,0.0
CYNC,aberthaw-and-cardiff-east,1707,7,237,0.0,0.0,0.0
CYNC,aberthaw-and-cardiff-east,1709,9,331,0.0,0.0,0.0
Cardiff Central,aberthaw-and-cardiff-east,0,0,0,65.41,53.19,61.37
Cardiff Central,aberthaw-and-cardiff-east,99,1,20,65.41,53.19,61.37
Cardiff Central,aberthaw-and-cardiff-east,135,3,85,39.56,48.21,56.29
Cardiff Central,aberthaw-and-cardiff-east,301,5,177,39.56,48.21,56.29
Cardiff Central,aberthaw-and-cardiff-east,1707,7,237,39.56,48.21,56.29
Cardiff Central,aberthaw-and-cardiff-east,1709,9,331,39.56,48.21,56.29
Cardiff East,aberthaw-and-cardiff-east,0,0,0,0.0,0.0,0.0
Cardiff East,aberthaw-and-cardiff-east,99,1,20,0.0,0.0,0.0
Cardiff East,aberthaw-and-cardiff-east,135,3,85,0.0,0.0,0.0
Cardiff East,aberthaw-and-cardiff-east,301,5,177,0.0,0.0,0.0
Cardiff East,aberthaw-and-cardiff-east,1707,7,237,0.0,0.0,0.0
Cardiff East,aberthaw-and-cardiff-east,1709,9,331,0.0,0.0,0.0
Cardiff North,aberthaw-and-cardiff-east,0,0,0,2.04,6.78,19.01
Cardiff North,aberthaw-and-cardiff-east,99,1,20,2.04,6.78,19.01
Cardiff North,aberthaw-and-cardiff-east,135,3,85,2.04,6.78,19.01
Cardiff North,aberthaw-and-cardiff-east,301,5,177,2.04,6.78,19.01
Cardiff North,aberthaw-and-cardiff-east,1707,7,237,2.04,6.78,19.01
Cardiff North,aberthaw-and-cardiff-east,1709,9,331,2.04,6.78,19.01
Cardiff West,aberthaw-and-cardiff-east,0,0,0,0.0,0.0,0.0
Cardiff West,aberthaw-and-cardiff-east,99,1,20,0.0,0.0,0.0
Cardiff West,aberthaw-and-cardiff-east,135,3,85,0.0,0.0,0.0
Cardiff West,aberthaw-and-cardiff-east,301,5,177,0.0,0.0,0.0
Cardiff West,aberthaw-and-cardiff-east,1707,7,237,0.0,0.0,0.0
Cardiff West,aberthaw-and-cardiff-east,1709,9,331,0.0,0.0,0.0
East Aberthaw,aberthaw-and-cardiff-east,0,0,0,3.78,0.51,0.72
East Aberthaw,aberthaw-and-cardiff-east,99,1,20,5.93,0.75,1.09
East Aberthaw,aberthaw-and-cardiff-east,135,3,85,5.93,0.75,1.09
East Aberthaw,aberthaw-and-cardiff-east,301,5,177,5.93,0.75,1.09
East Aberthaw,aberthaw-and-cardiff-east,1707,7,237,5.93,0.75,1.09
East Aberthaw,aberthaw-and-cardiff-east,1709,9,331,5.93,0.75,1.09
FAIR,aberthaw-and-cardiff-east,0,0,0,0.0,0.0,0.0
FAIR,aberthaw-and-cardiff-east,99,1,20,0.0,0.0,0.0
FAIR,aberthaw-and-cardiff-east,135,3,85,0.0,0.0,0.0
FAIR,aberthaw-and-cardiff-east,301,5,177,0.0,0.0,0.0
FAIR,aberthaw-and-cardiff-east,1707,7,237,0.0,0.0,0.0
FAIR,aberthaw-and-cardiff-east,1709,9,331,0.0,0.0,0.0
HEAT,aberthaw-and-cardiff-east,0,0,0,0.0,0.0,0.0
HEAT,aberthaw-and-cardiff-east,99,1,20,0.0,0.0,0.0
HEAT,aberthaw-and-cardiff-east,135,3,85,0.0,0.0,0.0
HEAT,aberthaw-and-cardiff-east,301,5,177,0.0,0.0,0.0
HEAT,aberthaw-and-cardiff-east,1707,7,237,0.0,0.0,0.0
HEAT,aberthaw-and-cardiff-east,1709,9,331,0.0,0.0,0.0
HIGH,aberthaw-and-cardiff-east,0,0,0,0.0,0.0,0.0
HIGH,aberthaw-and-cardiff-east,99,1,20,0.0,0.0,0.0
HIGH,aberthaw-and-cardiff-east,135,3,85,3.28,0.02,0.52
